split,method,action,qid,question,recall_at_5,mrr,ndcg_at_5,rewrite_cost,retrieval_calls,rewrite_tokens,reward,queries,top_docs,gold_docs,policy_action,fallback_action,fallback_used,predicted_action_margin,policy_action_score,runner_up_action_score
train,Dense keyword,dense_keyword,PLAIN-15,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,0.1282051282051282,1.0,1.0,0.0,1,7,0.6282051282051282,heart doctors favor surgery drugs over diet,MED-2763 | MED-5324 | MED-5329 | MED-5337 | MED-5326,MED-2524 | MED-2525 | MED-2526 | MED-2527 | MED-2528 | MED-2529 | MED-2530 | MED-2763 | MED-2999 | MED-3000 | MED-3001 | MED-3113 | MED-4247 | MED-4598 | MED-4609 | MED-4612 | MED-4613 | MED-4617 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,,,,,,
train,Hybrid original,hybrid_keep,PLAIN-15,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,0.1282051282051282,1.0,1.0,0.03,2,10,0.5982051282051282,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,MED-2763 | MED-2527 | MED-4598 | MED-5324 | MED-5337,MED-2524 | MED-2525 | MED-2526 | MED-2527 | MED-2528 | MED-2529 | MED-2530 | MED-2763 | MED-2999 | MED-3000 | MED-3001 | MED-3113 | MED-4247 | MED-4598 | MED-4609 | MED-4612 | MED-4613 | MED-4617 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,,,,,,
train,Hybrid keyword,hybrid_keyword,PLAIN-15,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,0.1282051282051282,1.0,1.0,0.03,2,7,0.5982051282051282,heart doctors favor surgery drugs over diet,MED-2527 | MED-2763 | MED-5337 | MED-4247 | MED-5324,MED-2524 | MED-2525 | MED-2526 | MED-2527 | MED-2528 | MED-2529 | MED-2530 | MED-2763 | MED-2999 | MED-3000 | MED-3001 | MED-3113 | MED-4247 | MED-4598 | MED-4609 | MED-4612 | MED-4613 | MED-4617 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,,,,,,
train,Train-best retrieval action,dense_keep,PLAIN-15,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,0.1282051282051282,1.0,1.0,0.0,1,10,0.6282051282051282,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,MED-2763 | MED-5324 | MED-5329 | MED-5337 | MED-5326,MED-2524 | MED-2525 | MED-2526 | MED-2527 | MED-2528 | MED-2529 | MED-2530 | MED-2763 | MED-2999 | MED-3000 | MED-3001 | MED-3113 | MED-4247 | MED-4598 | MED-4609 | MED-4612 | MED-4613 | MED-4617 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,,,,,,
train,Selective retrieval policy,bm25_keyword,PLAIN-15,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,0.1282051282051282,1.0,1.0,0.0,1,7,0.6282051282051282,heart doctors favor surgery drugs over diet,MED-2527 | MED-4247 | MED-5337 | MED-4598 | MED-3001,MED-2524 | MED-2525 | MED-2526 | MED-2527 | MED-2528 | MED-2529 | MED-2530 | MED-2763 | MED-2999 | MED-3000 | MED-3001 | MED-3113 | MED-4247 | MED-4598 | MED-4609 | MED-4612 | MED-4613 | MED-4617 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,bm25_keyword,,False,0.01993336432095294,0.6133788624384169,0.5934454981174639
train,Confidence-gated retrieval policy,dense_keep,PLAIN-15,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,0.1282051282051282,1.0,1.0,0.0,1,10,0.6282051282051282,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,MED-2763 | MED-5324 | MED-5329 | MED-5337 | MED-5326,MED-2524 | MED-2525 | MED-2526 | MED-2527 | MED-2528 | MED-2529 | MED-2530 | MED-2763 | MED-2999 | MED-3000 | MED-3001 | MED-3113 | MED-4247 | MED-4598 | MED-4609 | MED-4612 | MED-4613 | MED-4617 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,bm25_keyword,dense_keep,True,0.01993336432095294,0.6133788624384169,0.5934454981174639
train,Oracle retrieval action,bm25_keep,PLAIN-15,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,0.1282051282051282,1.0,1.0,0.0,1,10,0.6282051282051282,Why Do Heart Doctors Favor Surgery and Drugs Over Diet?,MED-2527 | MED-4598 | MED-4247 | MED-2763 | MED-5337,MED-2524 | MED-2525 | MED-2526 | MED-2527 | MED-2528 | MED-2529 | MED-2530 | MED-2763 | MED-2999 | MED-3000 | MED-3001 | MED-3113 | MED-4247 | MED-4598 | MED-4609 | MED-4612 | MED-4613 | MED-4617 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,,,,,,
train,Vanilla BM25,bm25_keep,PLAIN-918,clams,1.0,0.5,0.6309297535714575,0.0,1,1,1.25,clams,MED-5029 | MED-4944 | MED-1244 | MED-2785 | MED-4447,MED-4944,,,,,,
train,BM25 keyword,bm25_keyword,PLAIN-918,clams,1.0,0.5,0.6309297535714575,0.0,1,1,1.25,clams,MED-5029 | MED-4944 | MED-1244 | MED-2785 | MED-4447,MED-4944,,,,,,
train,Dense original,dense_keep,PLAIN-918,clams,1.0,0.25,0.43067655807339306,0.0,1,1,1.125,clams,MED-5029 | MED-2365 | MED-4035 | MED-4944 | MED-4112,MED-4944,,,,,,
train,Dense keyword,dense_keyword,PLAIN-918,clams,1.0,0.25,0.43067655807339306,0.0,1,1,1.125,clams,MED-5029 | MED-2365 | MED-4035 | MED-4944 | MED-4112,MED-4944,,,,,,
train,Hybrid original,hybrid_keep,PLAIN-918,clams,1.0,0.5,0.6309297535714575,0.03,2,1,1.22,clams,MED-5029 | MED-4944 | MED-2365 | MED-1244 | MED-4035,MED-4944,,,,,,
train,Hybrid keyword,hybrid_keyword,PLAIN-918,clams,1.0,0.5,0.6309297535714575,0.03,2,1,1.22,clams,MED-5029 | MED-4944 | MED-2365 | MED-1244 | MED-4035,MED-4944,,,,,,
train,Train-best retrieval action,dense_keep,PLAIN-918,clams,1.0,0.25,0.43067655807339306,0.0,1,1,1.125,clams,MED-5029 | MED-2365 | MED-4035 | MED-4944 | MED-4112,MED-4944,,,,,,
train,Selective retrieval policy,dense_keep,PLAIN-918,clams,1.0,0.25,0.43067655807339306,0.0,1,1,1.125,clams,MED-5029 | MED-2365 | MED-4035 | MED-4944 | MED-4112,MED-4944,dense_keep,,False,0.0,0.7754988738158868,0.7754988738158868
train,Confidence-gated retrieval policy,dense_keep,PLAIN-918,clams,1.0,0.25,0.43067655807339306,0.0,1,1,1.125,clams,MED-5029 | MED-2365 | MED-4035 | MED-4944 | MED-4112,MED-4944,dense_keep,dense_keep,True,0.0,0.7754988738158868,0.7754988738158868
train,Oracle retrieval action,bm25_keep,PLAIN-918,clams,1.0,0.5,0.6309297535714575,0.0,1,1,1.25,clams,MED-5029 | MED-4944 | MED-1244 | MED-2785 | MED-4447,MED-4944,,,,,,
test,Vanilla BM25,bm25_keep,PLAIN-1983,rapamycin,0.15625,1.0,1.0,0.0,1,1,0.65625,rapamycin,MED-2137 | MED-2129 | MED-2501 | MED-2511 | MED-2519,MED-2127 | MED-2128 | MED-2129 | MED-2130 | MED-2132 | MED-2134 | MED-2135 | MED-2136 | MED-2137 | MED-2138 | MED-2139 | MED-2498 | MED-2501 | MED-2502 | MED-2504 | MED-2505 | MED-2506 | MED-2507 | MED-2509 | MED-2510 | MED-2511 | MED-2512 | MED-2513 | MED-2514 | MED-2517 | MED-2518 | MED-2519 | MED-2520 | MED-2521 | MED-2943 | MED-5237 | MED-5239,,,,,,
test,BM25 keyword,bm25_keyword,PLAIN-1983,rapamycin,0.15625,1.0,1.0,0.0,1,1,0.65625,rapamycin,MED-2137 | MED-2129 | MED-2501 | MED-2511 | MED-2519,MED-2127 | MED-2128 | MED-2129 | MED-2130 | MED-2132 | MED-2134 | MED-2135 | MED-2136 | MED-2137 | MED-2138 | MED-2139 | MED-2498 | MED-2501 | MED-2502 | MED-2504 | MED-2505 | MED-2506 | MED-2507 | MED-2509 | MED-2510 | MED-2511 | MED-2512 | MED-2513 | MED-2514 | MED-2517 | MED-2518 | MED-2519 | MED-2520 | MED-2521 | MED-2943 | MED-5237 | MED-5239,,,,,,
test,Dense original,dense_keep,PLAIN-1983,rapamycin,0.15625,1.0,1.0,0.0,1,1,0.65625,rapamycin,MED-5239 | MED-2135 | MED-2136 | MED-2507 | MED-2521,MED-2127 | MED-2128 | MED-2129 | MED-2130 | MED-2132 | MED-2134 | MED-2135 | MED-2136 | MED-2137 | MED-2138 | MED-2139 | MED-2498 | MED-2501 | MED-2502 | MED-2504 | MED-2505 | MED-2506 | MED-2507 | MED-2509 | MED-2510 | MED-2511 | MED-2512 | MED-2513 | MED-2514 | MED-2517 | MED-2518 | MED-2519 | MED-2520 | MED-2521 | MED-2943 | MED-5237 | MED-5239,,,,,,
test,Dense keyword,dense_keyword,PLAIN-1983,rapamycin,0.15625,1.0,1.0,0.0,1,1,0.65625,rapamycin,MED-5239 | MED-2135 | MED-2136 | MED-2507 | MED-2521,MED-2127 | MED-2128 | MED-2129 | MED-2130 | MED-2132 | MED-2134 | MED-2135 | MED-2136 | MED-2137 | MED-2138 | MED-2139 | MED-2498 | MED-2501 | MED-2502 | MED-2504 | MED-2505 | MED-2506 | MED-2507 | MED-2509 | MED-2510 | MED-2511 | MED-2512 | MED-2513 | MED-2514 | MED-2517 | MED-2518 | MED-2519 | MED-2520 | MED-2521 | MED-2943 | MED-5237 | MED-5239,,,,,,
test,Hybrid original,hybrid_keep,PLAIN-1983,rapamycin,0.15625,1.0,1.0,0.03,2,1,0.62625,rapamycin,MED-2137 | MED-5239 | MED-2129 | MED-2135 | MED-2136,MED-2127 | MED-2128 | MED-2129 | MED-2130 | MED-2132 | MED-2134 | MED-2135 | MED-2136 | MED-2137 | MED-2138 | MED-2139 | MED-2498 | MED-2501 | MED-2502 | MED-2504 | MED-2505 | MED-2506 | MED-2507 | MED-2509 | MED-2510 | MED-2511 | MED-2512 | MED-2513 | MED-2514 | MED-2517 | MED-2518 | MED-2519 | MED-2520 | MED-2521 | MED-2943 | MED-5237 | MED-5239,,,,,,
test,Hybrid keyword,hybrid_keyword,PLAIN-1983,rapamycin,0.15625,1.0,1.0,0.03,2,1,0.62625,rapamycin,MED-2137 | MED-5239 | MED-2129 | MED-2135 | MED-2136,MED-2127 | MED-2128 | MED-2129 | MED-2130 | MED-2132 | MED-2134 | MED-2135 | MED-2136 | MED-2137 | MED-2138 | MED-2139 | MED-2498 | MED-2501 | MED-2502 | MED-2504 | MED-2505 | MED-2506 | MED-2507 | MED-2509 | MED-2510 | MED-2511 | MED-2512 | MED-2513 | MED-2514 | MED-2517 | MED-2518 | MED-2519 | MED-2520 | MED-2521 | MED-2943 | MED-5237 | MED-5239,,,,,,
test,Train-best retrieval action,dense_keep,PLAIN-1983,rapamycin,0.15625,1.0,1.0,0.0,1,1,0.65625,rapamycin,MED-5239 | MED-2135 | MED-2136 | MED-2507 | MED-2521,MED-2127 | MED-2128 | MED-2129 | MED-2130 | MED-2132 | MED-2134 | MED-2135 | MED-2136 | MED-2137 | MED-2138 | MED-2139 | MED-2498 | MED-2501 | MED-2502 | MED-2504 | MED-2505 | MED-2506 | MED-2507 | MED-2509 | MED-2510 | MED-2511 | MED-2512 | MED-2513 | MED-2514 | MED-2517 | MED-2518 | MED-2519 | MED-2520 | MED-2521 | MED-2943 | MED-5237 | MED-5239,,,,,,
test,Selective retrieval policy,dense_keep,PLAIN-1983,rapamycin,0.15625,1.0,1.0,0.0,1,1,0.65625,rapamycin,MED-5239 | MED-2135 | MED-2136 | MED-2507 | MED-2521,MED-2127 | MED-2128 | MED-2129 | MED-2130 | MED-2132 | MED-2134 | MED-2135 | MED-2136 | MED-2137 | MED-2138 | MED-2139 | MED-2498 | MED-2501 | MED-2502 | MED-2504 | MED-2505 | MED-2506 | MED-2507 | MED-2509 | MED-2510 | MED-2511 | MED-2512 | MED-2513 | MED-2514 | MED-2517 | MED-2518 | MED-2519 | MED-2520 | MED-2521 | MED-2943 | MED-5237 | MED-5239,dense_keep,,False,0.0,0.7754988738158868,0.7754988738158868
test,Confidence-gated retrieval policy,dense_keep,PLAIN-1983,rapamycin,0.15625,1.0,1.0,0.0,1,1,0.65625,rapamycin,MED-5239 | MED-2135 | MED-2136 | MED-2507 | MED-2521,MED-2127 | MED-2128 | MED-2129 | MED-2130 | MED-2132 | MED-2134 | MED-2135 | MED-2136 | MED-2137 | MED-2138 | MED-2139 | MED-2498 | MED-2501 | MED-2502 | MED-2504 | MED-2505 | MED-2506 | MED-2507 | MED-2509 | MED-2510 | MED-2511 | MED-2512 | MED-2513 | MED-2514 | MED-2517 | MED-2518 | MED-2519 | MED-2520 | MED-2521 | MED-2943 | MED-5237 | MED-5239,dense_keep,dense_keep,True,0.0,0.7754988738158868,0.7754988738158868
test,Oracle retrieval action,bm25_keep,PLAIN-1983,rapamycin,0.15625,1.0,1.0,0.0,1,1,0.65625,rapamycin,MED-2137 | MED-2129 | MED-2501 | MED-2511 | MED-2519,MED-2127 | MED-2128 | MED-2129 | MED-2130 | MED-2132 | MED-2134 | MED-2135 | MED-2136 | MED-2137 | MED-2138 | MED-2139 | MED-2498 | MED-2501 | MED-2502 | MED-2504 | MED-2505 | MED-2506 | MED-2507 | MED-2509 | MED-2510 | MED-2511 | MED-2512 | MED-2513 | MED-2514 | MED-2517 | MED-2518 | MED-2519 | MED-2520 | MED-2521 | MED-2943 | MED-5237 | MED-5239,,,,,,
test,Vanilla BM25,bm25_keep,PLAIN-2408,Zoloft,0.2,0.3333333333333333,0.16958010263680806,0.0,1,1,0.3666666666666667,Zoloft,MED-4088 | MED-2100 | MED-1359 | MED-2054 | MED-4800,MED-1356 | MED-1357 | MED-1358 | MED-1359 | MED-1360,,,,,,
test,BM25 keyword,bm25_keyword,PLAIN-2408,Zoloft,0.2,0.3333333333333333,0.16958010263680806,0.0,1,1,0.3666666666666667,zoloft,MED-4088 | MED-2100 | MED-1359 | MED-2054 | MED-4800,MED-1356 | MED-1357 | MED-1358 | MED-1359 | MED-1360,,,,,,
test,Dense original,dense_keep,PLAIN-2408,Zoloft,0.2,0.25,0.14606834984270645,0.0,1,1,0.325,Zoloft,MED-1771 | MED-2100 | MED-4088 | MED-1358 | MED-2987,MED-1356 | MED-1357 | MED-1358 | MED-1359 | MED-1360,,,,,,
test,Dense keyword,dense_keyword,PLAIN-2408,Zoloft,0.2,0.25,0.14606834984270645,0.0,1,1,0.325,zoloft,MED-1771 | MED-2100 | MED-4088 | MED-1358 | MED-2987,MED-1356 | MED-1357 | MED-1358 | MED-1359 | MED-1360,,,,,,
test,Hybrid original,hybrid_keep,PLAIN-2408,Zoloft,0.4,0.25,0.27727342735504823,0.03,2,1,0.495,Zoloft,MED-4088 | MED-1771 | MED-2100 | MED-1359 | MED-1358,MED-1356 | MED-1357 | MED-1358 | MED-1359 | MED-1360,,,,,,
test,Hybrid keyword,hybrid_keyword,PLAIN-2408,Zoloft,0.4,0.25,0.27727342735504823,0.03,2,1,0.495,zoloft,MED-4088 | MED-1771 | MED-2100 | MED-1359 | MED-1358,MED-1356 | MED-1357 | MED-1358 | MED-1359 | MED-1360,,,,,,
test,Train-best retrieval action,dense_keep,PLAIN-2408,Zoloft,0.2,0.25,0.14606834984270645,0.0,1,1,0.325,Zoloft,MED-1771 | MED-2100 | MED-4088 | MED-1358 | MED-2987,MED-1356 | MED-1357 | MED-1358 | MED-1359 | MED-1360,,,,,,
test,Selective retrieval policy,dense_keep,PLAIN-2408,Zoloft,0.2,0.25,0.14606834984270645,0.0,1,1,0.325,Zoloft,MED-1771 | MED-2100 | MED-4088 | MED-1358 | MED-2987,MED-1356 | MED-1357 | MED-1358 | MED-1359 | MED-1360,dense_keep,,False,0.0,0.7887891376407221,0.7887891376407221
test,Confidence-gated retrieval policy,dense_keep,PLAIN-2408,Zoloft,0.2,0.25,0.14606834984270645,0.0,1,1,0.325,Zoloft,MED-1771 | MED-2100 | MED-4088 | MED-1358 | MED-2987,MED-1356 | MED-1357 | MED-1358 | MED-1359 | MED-1360,dense_keep,dense_keep,True,0.0,0.7887891376407221,0.7887891376407221
test,Oracle retrieval action,hybrid_keep,PLAIN-2408,Zoloft,0.4,0.25,0.27727342735504823,0.03,2,1,0.495,Zoloft,MED-4088 | MED-1771 | MED-2100 | MED-1359 | MED-1358,MED-1356 | MED-1357 | MED-1358 | MED-1359 | MED-1360,,,,,,
test,Vanilla BM25,bm25_keep,PLAIN-123,How Citrus Might Help Keep Your Hands Warm,0.09803921568627451,1.0,1.0,0.0,1,8,0.5980392156862745,How Citrus Might Help Keep Your Hands Warm,MED-5322 | MED-3483 | MED-5331 | MED-3474 | MED-3480,MED-3467 | MED-3469 | MED-3471 | MED-3473 | MED-3474 | MED-3475 | MED-3476 | MED-3477 | MED-3478 | MED-3479 | MED-3480 | MED-3481 | MED-3482 | MED-3483 | MED-3484 | MED-3485 | MED-4013 | MED-4019 | MED-4022 | MED-4023 | MED-4024 | MED-4025 | MED-4029 | MED-4030 | MED-4031 | MED-4032 | MED-4033 | MED-4034 | MED-4035 | MED-4036 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,,,,,,
test,BM25 keyword,bm25_keyword,PLAIN-123,How Citrus Might Help Keep Your Hands Warm,0.09803921568627451,1.0,1.0,0.0,1,7,0.5980392156862745,citrus might help keep your hands warm,MED-3483 | MED-5322 | MED-3474 | MED-3480 | MED-3479,MED-3467 | MED-3469 | MED-3471 | MED-3473 | MED-3474 | MED-3475 | MED-3476 | MED-3477 | MED-3478 | MED-3479 | MED-3480 | MED-3481 | MED-3482 | MED-3483 | MED-3484 | MED-3485 | MED-4013 | MED-4019 | MED-4022 | MED-4023 | MED-4024 | MED-4025 | MED-4029 | MED-4030 | MED-4031 | MED-4032 | MED-4033 | MED-4034 | MED-4035 | MED-4036 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,,,,,,
test,Dense original,dense_keep,PLAIN-123,How Citrus Might Help Keep Your Hands Warm,0.09803921568627451,1.0,1.0,0.0,1,8,0.5980392156862745,How Citrus Might Help Keep Your Hands Warm,MED-4035 | MED-5324 | MED-5329 | MED-5337 | MED-5326,MED-3467 | MED-3469 | MED-3471 | MED-3473 | MED-3474 | MED-3475 | MED-3476 | MED-3477 | MED-3478 | MED-3479 | MED-3480 | MED-3481 | MED-3482 | MED-3483 | MED-3484 | MED-3485 | MED-4013 | MED-4019 | MED-4022 | MED-4023 | MED-4024 | MED-4025 | MED-4029 | MED-4030 | MED-4031 | MED-4032 | MED-4033 | MED-4034 | MED-4035 | MED-4036 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,,,,,,
test,Dense keyword,dense_keyword,PLAIN-123,How Citrus Might Help Keep Your Hands Warm,0.09803921568627451,1.0,1.0,0.0,1,7,0.5980392156862745,citrus might help keep your hands warm,MED-4035 | MED-5324 | MED-5329 | MED-5337 | MED-5326,MED-3467 | MED-3469 | MED-3471 | MED-3473 | MED-3474 | MED-3475 | MED-3476 | MED-3477 | MED-3478 | MED-3479 | MED-3480 | MED-3481 | MED-3482 | MED-3483 | MED-3484 | MED-3485 | MED-4013 | MED-4019 | MED-4022 | MED-4023 | MED-4024 | MED-4025 | MED-4029 | MED-4030 | MED-4031 | MED-4032 | MED-4033 | MED-4034 | MED-4035 | MED-4036 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,,,,,,
test,Hybrid original,hybrid_keep,PLAIN-123,How Citrus Might Help Keep Your Hands Warm,0.09803921568627451,1.0,1.0,0.03,2,8,0.5680392156862745,How Citrus Might Help Keep Your Hands Warm,MED-4035 | MED-5322 | MED-3483 | MED-5324 | MED-5329,MED-3467 | MED-3469 | MED-3471 | MED-3473 | MED-3474 | MED-3475 | MED-3476 | MED-3477 | MED-3478 | MED-3479 | MED-3480 | MED-3481 | MED-3482 | MED-3483 | MED-3484 | MED-3485 | MED-4013 | MED-4019 | MED-4022 | MED-4023 | MED-4024 | MED-4025 | MED-4029 | MED-4030 | MED-4031 | MED-4032 | MED-4033 | MED-4034 | MED-4035 | MED-4036 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,,,,,,
test,Hybrid keyword,hybrid_keyword,PLAIN-123,How Citrus Might Help Keep Your Hands Warm,0.09803921568627451,1.0,1.0,0.03,2,7,0.5680392156862745,citrus might help keep your hands warm,MED-3483 | MED-4035 | MED-5322 | MED-5324 | MED-3474,MED-3467 | MED-3469 | MED-3471 | MED-3473 | MED-3474 | MED-3475 | MED-3476 | MED-3477 | MED-3478 | MED-3479 | MED-3480 | MED-3481 | MED-3482 | MED-3483 | MED-3484 | MED-3485 | MED-4013 | MED-4019 | MED-4022 | MED-4023 | MED-4024 | MED-4025 | MED-4029 | MED-4030 | MED-4031 | MED-4032 | MED-4033 | MED-4034 | MED-4035 | MED-4036 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,,,,,,
test,Train-best retrieval action,dense_keep,PLAIN-123,How Citrus Might Help Keep Your Hands Warm,0.09803921568627451,1.0,1.0,0.0,1,8,0.5980392156862745,How Citrus Might Help Keep Your Hands Warm,MED-4035 | MED-5324 | MED-5329 | MED-5337 | MED-5326,MED-3467 | MED-3469 | MED-3471 | MED-3473 | MED-3474 | MED-3475 | MED-3476 | MED-3477 | MED-3478 | MED-3479 | MED-3480 | MED-3481 | MED-3482 | MED-3483 | MED-3484 | MED-3485 | MED-4013 | MED-4019 | MED-4022 | MED-4023 | MED-4024 | MED-4025 | MED-4029 | MED-4030 | MED-4031 | MED-4032 | MED-4033 | MED-4034 | MED-4035 | MED-4036 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,,,,,,
test,Selective retrieval policy,dense_keep,PLAIN-123,How Citrus Might Help Keep Your Hands Warm,0.09803921568627451,1.0,1.0,0.0,1,8,0.5980392156862745,How Citrus Might Help Keep Your Hands Warm,MED-4035 | MED-5324 | MED-5329 | MED-5337 | MED-5326,MED-3467 | MED-3469 | MED-3471 | MED-3473 | MED-3474 | MED-3475 | MED-3476 | MED-3477 | MED-3478 | MED-3479 | MED-3480 | MED-3481 | MED-3482 | MED-3483 | MED-3484 | MED-3485 | MED-4013 | MED-4019 | MED-4022 | MED-4023 | MED-4024 | MED-4025 | MED-4029 | MED-4030 | MED-4031 | MED-4032 | MED-4033 | MED-4034 | MED-4035 | MED-4036 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,dense_keep,,False,0.0,0.5848842198425565,0.5848842198425565
test,Confidence-gated retrieval policy,dense_keep,PLAIN-123,How Citrus Might Help Keep Your Hands Warm,0.09803921568627451,1.0,1.0,0.0,1,8,0.5980392156862745,How Citrus Might Help Keep Your Hands Warm,MED-4035 | MED-5324 | MED-5329 | MED-5337 | MED-5326,MED-3467 | MED-3469 | MED-3471 | MED-3473 | MED-3474 | MED-3475 | MED-3476 | MED-3477 | MED-3478 | MED-3479 | MED-3480 | MED-3481 | MED-3482 | MED-3483 | MED-3484 | MED-3485 | MED-4013 | MED-4019 | MED-4022 | MED-4023 | MED-4024 | MED-4025 | MED-4029 | MED-4030 | MED-4031 | MED-4032 | MED-4033 | MED-4034 | MED-4035 | MED-4036 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,dense_keep,dense_keep,True,0.0,0.5848842198425565,0.5848842198425565
