method,action,qid,question,recall_at_5,mrr,ndcg_at_5,rewrite_cost,retrieval_calls,rewrite_tokens,reward,queries,top_docs,gold_docs
No cost penalty,entity_expand,5a88f7855542993b751ca8da,In what year did a movie that starred both Nicholas Cage and Cher come out? ,0.0,0.0,0.0,0.04,1,11,-0.04,Nicholas Cage Cher year movie starred both nicholas cage come out,Nicholas Mele | Saint Nicholas Day | Fayard Nicholas | Cher filmography | Jimmy Tatro,Moonstruck | Nicolas Cage
No cost penalty,keyword_compress,5ab91ef3554299753720f708,"Gene Sculatti write for CREEM sometime in the 60s or 70s, what famous term did CREEM coin for describing a genre of rock?",0.5,1.0,0.6131471927654584,0.0,1,14,1.0,gene sculatti write creem sometime 60s 70s famous term creem coin describing genre rock,Gene Sculatti | Chorography | American Gold Eagle | White savior | Dave U. Hall,Creem | Gene Sculatti
No cost penalty,keep,5a77388e55429966f1a36cb1,"Which star on the Mexican telenovela ""Amy, la niña de la mochila azul"" is also a singer, model, fashion designer, and recording artist?",1.0,1.0,1.0,0.0,1,23,1.5,"Which star on the Mexican telenovela ""Amy, la niña de la mochila azul"" is also a singer, model, fashion designer, and recording artist?","Amy, la niña de la mochila azul | Danna Paola | La de la Mochila Azul | La niña de la mochila azul | Osvaldo de León","Amy, la niña de la mochila azul | Danna Paola"
No cost penalty,keep,5a7283355542991f9a20c4b1,Who is the grandfather to Frederick II and was the Holy Roman Emperor until death?,1.0,0.5,0.6509209298071326,0.0,1,15,1.25,Who is the grandfather to Frederick II and was the Holy Roman Emperor until death?,"List of Holy Roman Empresses | Karlsschrein | Karl Anselm, 4th Prince of Thurn and Taxis | Frederick I, Holy Roman Emperor | Gerasim Zelić","Frederick I, Holy Roman Emperor | Karlsschrein"
No cost penalty,keep,5a78abbc554299148911f90c,Which bi-weekly publication ranked Schreiber Foods as number 81 in 2016.,0.5,1.0,0.6131471927654584,0.0,1,11,1.0,Which bi-weekly publication ranked Schreiber Foods as number 81 in 2016.,Schreiber Foods | List of newspapers in the Cayman Islands | Port Plaza Mall | The Chronicle (Dominica) | Port Adelaide News,Forbes | Schreiber Foods
No cost penalty,keyword_compress,5a7a455c5542994f819ef1a7,"Who died first, George Archainbaud or Ralph Murphy?",1.0,1.0,0.9197207891481876,0.0,1,6,1.5,died first george archainbaud ralph murphy,Ralph Murphy | Campus Confessions | George Archainbaud | Alias French Gertie | The Big Brain,George Archainbaud | Ralph Murphy
No cost penalty,keep,5a7f53445542992097ad2f15,Which star of A Family Affair was born in September of 1948?,0.5,1.0,0.6131471927654584,0.0,1,12,1.0,Which star of A Family Affair was born in September of 1948?,Samuel Hui | Moments in Soul | Everybody Is a Star | Florence Hackett | A Moment,A Family Affair (1984 film) | Samuel Hui
No cost penalty,keep,5abdd8d95542991f6610606a,How many episodes did the season of The Simpsons which featured the voice of Lisa Kudrow contain?,1.0,1.0,0.8772153153380493,0.0,1,17,1.5,How many episodes did the season of The Simpsons which featured the voice of Lisa Kudrow contain?,The Simpsons (season 10) | List of Friends characters | Hopeless Pictures | Lard of the Dance | Laura Silverman,Lard of the Dance | The Simpsons (season 10)
No cost penalty,keep,5a83c3275542996488c2e4be,Which rivers have their confluence at the city Shelly Hruska is from?,0.5,1.0,0.6131471927654584,0.0,1,12,1.0,Which rivers have their confluence at the city Shelly Hruska is from?,Shelly Hruska | List of rivers of Germany | Karad | Körös | Tirumakudal Narsipur,Shelly Hruska | Winnipeg
No cost penalty,keyword_compress,5a712beb5542994082a3e61c,What Golden Globe Award actor starred in the film Little Fugitive? ,0.5,1.0,0.6131471927654584,0.0,1,8,1.0,golden globe award actor starred film little fugitive,Little Fugitive (2006 film) | Poor Little Rich Girl: The Barbara Hutton Story | Cate Blanchett | Tom Cruise filmography | Nick Nolte,Little Fugitive (2006 film) | Peter Dinklage
No cost penalty,keyword_compress,5a793f505542994bb9456fd1,Who was born first out of Leopold Lummerstorfer and Laurent Touil-Tartour?,1.0,1.0,1.0,0.0,1,8,1.5,born first out leopold lummerstorfer laurent touil tartour,Laurent Touil-Tartour | Leopold Lummerstorfer | Philippe of Belgium | Jean Laurent (footballer) | Wale Adebanwi,Laurent Touil-Tartour | Leopold Lummerstorfer
No cost penalty,entity_expand,5ae7eb3c5542994a481bbe20,The Panel with striding lion  was one of many that lined the way north of the gate to the inner city of what location?,0.5,1.0,0.6131471927654584,0.02,1,14,0.98,The Panel panel striding lion one many lined way north gate inner city location,"Panel with striding lion | Striding Lion | New Town, Tasmania | Remuera | Zhengyangmen",Ishtar Gate | Panel with striding lion
No cost penalty,keyword_compress,5a8809d755429938390d3ed6,"John Robert Marks III, the former Mayor of Tallahassee, Florida was succeeded by an American politician who ecame the youngest person ever elected to what?",1.0,1.0,1.0,0.0,1,16,1.5,john robert marks iii former mayor tallahassee florida succeeded american politician ecame youngest person ever elected,John Marks (mayor) | Andrew Gillum | Malcolm Derk | John C. White | Peter Shapiro (financier),Andrew Gillum | John Marks (mayor)
No cost penalty,keyword_compress,5ae73eca5542991e8301cc37,What other notable role did the star actor from Jeremy perform? ,0.5,0.5,0.38685280723454163,0.0,1,7,0.75,other notable role star actor jeremy perform,Erik Bauersfeld | Jeremy (film) | Michael Louden | Jharana Thapa | The Show Must Go On (play),Jeremy (film) | Robby Benson
No cost penalty,entity_expand,5a7329a15542991f9a20c65f,What record officially started in 1519 in the same state that holds the city Augustus Chapman Allen used his inheritance to fund the founding of?,0.5,1.0,0.6131471927654584,0.06,1,18,0.94,Augustus Chapman Allen record officially started 1519 same state holds city augustus chapman allen used inheritance fund founding,Charlotte Baldwin Allen | Augustus Chapman Allen | Allen's Landing | Wards of Houston | Allen Parkway,Charlotte Baldwin Allen | History of Texas
No cost penalty,keyword_compress,5a7265825542997f827839a3,What Olympic medal did the opponent of Crawford Ashley for the World Boxing Association (WBA) World super middleweight title win in 1984?,1.0,1.0,1.0,0.0,1,15,1.5,olympic medal opponent crawford ashley world boxing association wba world super middleweight title win 1984,Crawford Ashley | Virgil Hill | Justin Juuko | Jermain Mackey | Guy Waters,Crawford Ashley | Virgil Hill
No cost penalty,decompose,5a7147fd5542994082a3e758,When was the king that started coin production in Copenhagen born?,0.5,0.2,0.23719771276929622,0.1,2,6,0.5,king started coin || production copenhagen born,Talking Statues | Hans Engell | Yuanyuan Tan | Julius Middelthun | Royal Mint (Denmark),"John, King of Denmark | Royal Mint (Denmark)"
No cost penalty,keyword_compress,5abebb8f5542994516f4540a,Which English singer from the 1960s has an album entitled Dangerous Acquaintances released in 1981?,1.0,1.0,1.0,0.0,1,9,1.5,english singer 1960s album entitled dangerous acquaintances released 1981,Dangerous Acquaintances | Marianne Faithfull | Hungária (band) | Dan le Sac Vs Scroobius Pip | Melissa M,Dangerous Acquaintances | Marianne Faithfull
No cost penalty,entity_expand,5ae70ed7554299572ea546a1,"Victor Varnada directed Twisted Fortune, which starred which brother of Eddie Murphy?",1.0,1.0,1.0,0.12,1,15,1.38,Victor Varnada Twisted Fortune Eddie Murphy victor varnada directed twisted fortune starred brother eddie murphy,Twisted Fortune | Charlie Murphy | The PJs | Coming to America | Eddie Murphy Raw,Charlie Murphy | Twisted Fortune
No cost penalty,entity_expand,5ae65e6a5542996d980e7b1d,In 1943 designer Robert Lutyens joined to board of a company headquartered in what city?,1.0,1.0,0.9197207891481876,0.04,1,11,1.46,Robert Lutyens 1943 designer robert lutyens joined board company headquartered city,Robert Lutyens | North Eastern Railway War Memorial | Marks &amp; Spencer | Whaletone | Robert Trent Jones Jr.,Marks &amp; Spencer | Robert Lutyens
No cost penalty,entity_expand,5a7929c8554299029c4b5f11,"Which breed of dog has origins outside of the United States, Old German Shepherd Dog or Black Mouth Cur?",1.0,1.0,1.0,0.16,1,21,1.34,United States Old German Shepherd Dog Black Mouth Cur breed dog origins outside united states old german shepherd black mouth cur,Black Mouth Cur | Old German Shepherd Dog | Old German herding dogs | United Schutzhund Clubs of America | Berger Blanc Suisse,Black Mouth Cur | Old German Shepherd Dog
No cost penalty,keep,5ab5895f554299637185c5c2,The Schumann–Runge bands are named for at least one German what?,0.5,1.0,0.6131471927654584,0.0,1,11,1.0,The Schumann–Runge bands are named for at least one German what?,Schumann–Runge bands | Robert Schumann in Three Pieces | Runge's theorem | Mollie's Nipple | List of New Zealand national cricket captains,Carl David Tolmé Runge | Schumann–Runge bands
No cost penalty,keyword_compress,5ae532f85542990ba0bbb20a,Who was the gunman of the hostage crisis which Chris Reason was awarded the Graham Perkin Australian Journalist of the Year Award for his coverage of?,1.0,1.0,0.8503449055347546,0.0,1,13,1.5,gunman hostage crisis chris reason awarded graham perkin australian journalist year award coverage,Chris Reason | Graham Perkin Australian Journalist of the Year Award | Les Carlyon | Graham Perkin | 2014 Sydney hostage crisis,2014 Sydney hostage crisis | Chris Reason
No cost penalty,keep,5a84f8555542997175ce1f3a,The winner of the FIA World Endurance Championship in 2013 drove the Toyota TF101 with who?,1.0,1.0,0.9197207891481876,0.0,1,16,1.5,The winner of the FIA World Endurance Championship in 2013 drove the Toyota TF101 with who?,Allan McNish | Sébastien Buemi | Toyota TF101 | List of FIA World Endurance champions | Toyota TS030 Hybrid,Allan McNish | Toyota TF101
No cost penalty,keyword_compress,5ae7257a554299572ea54731,"What character did Selina Giles play in the 2005 dystopian political thriller named ""V for Vendetta""?",1.0,1.0,1.0,0.0,1,11,1.5,character selina giles play 2005 dystopian political thriller named v vendetta,V for Vendetta (film) | Selina Giles | Never Let Me Go (novel) | Rainbow Eyes | St. Urbain's Horseman (TV series),Selina Giles | V for Vendetta (film)
No cost penalty,keyword_compress,5ae4903855429913cc2044a0,What do Woodstock and American Dream have in common?,1.0,1.0,0.9197207891481876,0.0,1,4,1.5,woodstock american dream common,Woodstock (film) | An American Dream (song) | American Dream (film) | American Dream (LCD Soundsystem album) | Mr. Jones (Mike Jones song),American Dream (film) | Woodstock (film)
No cost penalty,keyword_compress,5ab209ec554299722f9b4ca2,What video game character did the voice actress in the animated film Alpha and Omega voice?,1.0,0.5,0.6240505200038379,0.0,1,10,1.25,video game character voice actress animated film alpha omega voice,Kate Higgins | Alpha and Omega (film series) | Dr. Wily | Omega Quintet | Hayden Panettiere,Alpha and Omega (film series) | Hayden Panettiere
No cost penalty,keyword_compress,5a758ce05542992db947367c,Who is younger Jenny Bae or Lionel Richie ?,0.5,1.0,0.6131471927654584,0.0,1,5,1.0,younger jenny bae lionel richie,Jenny Bae | Lionel Richie (album) | Stuck on You (Lionel Richie song) | Dancing on the Ceiling (Lionel Richie song) | Se La,Jenny Bae | Lionel Richie
No cost penalty,entity_expand,5add98985542990dbb2f7e82,What was the occupation of the man who published an individualist anarchist journal?,0.5,0.5,0.38685280723454163,0.0,1,6,0.75,occupation man published individualist anarchist journal,L'Anarchie | Lucifer the Lightbearer | Joe Peacott | Henry Meulen | Émile Gravelle,Lucifer the Lightbearer | Moses Harman
No cost penalty,keyword_compress,5a82a91155429940e5e1a911,Which documentary film came out first The Last Lions or Prophet's Prey ?,0.5,1.0,0.6131471927654584,0.0,1,10,1.0,documentary film came out first last lions prophet s prey,Prophet's Prey | Melanie Hogan | Eye of the Leopard | Muhammad: Legacy of a Prophet | 2008 Detroit Lions season,Prophet's Prey | The Last Lions
No cost penalty,keyword_compress,5a7b3f4d5542992d025e67bb,"Which songwriting duo composed music for ""La La Land"", and created lyrics for ""A Christmas Story: The Musical""? ",1.0,1.0,1.0,0.0,1,12,1.5,songwriting duo composed music la la land created lyrics christmas story musical,A Christmas Story: The Musical | Pasek and Paul | Audition (The Fools Who Dream) | City of Stars | List of accolades received by La La Land,A Christmas Story: The Musical | Pasek and Paul
No cost penalty,keyword_compress,5ae10df355429920d52342ac,Where was the host of Australia's Got Talent born?,0.5,1.0,0.6131471927654584,0.0,1,6,1.0,host australia s got talent born,Australia's Got Talent (season 8) | Alex Magala | Canada's Got Talent | India's Got Talent | Česko Slovensko má talent,Australia's Got Talent (season 8) | Dave Hughes
No cost penalty,entity_expand,5a77121a5542994aec3b71db," Which 1970's film was released first, Charley and the Angel or The Boatniks?",1.0,1.0,1.0,0.02,1,10,1.48,Charley Angel The Boatniks 1970 s film released first boatniks,The Boatniks | Charley and the Angel | Kiss an Angel Good Mornin' | Deewana (1992 film) | Is Anybody Goin' to San Antone,Charley and the Angel | The Boatniks
No cost penalty,keep,5a90503755429916514e7470,What title did the Queen of the United Kingdom of Great Britain and Ireland give to Jeremiah Meyer?,1.0,1.0,0.9197207891481876,0.0,1,18,1.5,What title did the Queen of the United Kingdom of Great Britain and Ireland give to Jeremiah Meyer?,Jeremiah Meyer | Monarchy of Ireland | Charlotte of Mecklenburg-Strelitz | List of British monarchs | Irish migration to Great Britain,Charlotte of Mecklenburg-Strelitz | Jeremiah Meyer
No cost penalty,keep,5ae81b2755429952e35eaa1e,What Cuban preisdent overthrew Mary Tarrero-Serrano?,0.5,1.0,0.6131471927654584,0.0,1,6,1.0,What Cuban preisdent overthrew Mary Tarrero-Serrano?,"Mary Tarrero-Serrano | Quizás, Quizás, Quizás | Holiday in Havana | Mary McCarthy Gomez Cueto | Adlai E. Stevenson II Farm",Fulgencio Batista | Mary Tarrero-Serrano
No cost penalty,keyword_compress,5adc760c5542994650320d11,who starred in the English-language Danish experimental horror film  which  Lars von Triers received award for ,1.0,1.0,0.9197207891481876,0.0,1,12,1.5,starred english language danish experimental horror film lars von triers received award,Antichrist (film) | Michael Flessas | 63rd Bodil Awards | Epidemic (film) | Truly Human,63rd Bodil Awards | Antichrist (film)
No cost penalty,decompose,5ab85a1155429934fafe6d7c,Are both Rutgers University and Carnegie Mellon University located in America?,1.0,0.5,0.6934264036172708,0.1,2,10,1.15,Are both Rutgers University || Carnegie Mellon University located in America,Carnegie Mellon University in Qatar | Rutgers University | Carnegie Mellon University | Jeff Friedman | Gloriana St. Clair,Carnegie Mellon University | Rutgers University
No cost penalty,decompose,5ae67fad5542991bbc976100,"The Mutlu Onaral album ""Livin' It"" was produced by the bassist for what duo?",1.0,1.0,0.8772153153380493,0.30000000000000004,2,32,1.2,"The Mutlu Onaral The Mutlu Onaral album ""Livin' It"" was produced by the bassist for what duo? || Livin The Mutlu Onaral album ""Livin' It"" was produced by the bassist for what duo?",Mutlu Onaral | Redd | Brick Livin' | Tom Wolk | Craig Morgan,Mutlu Onaral | Tom Wolk
No cost penalty,entity_expand,5adff4a555429925eb1afb91,"Which airport is closer to the Atlantic ocean: Wilmington International Airport, or Texarkana Regional Airport?",1.0,1.0,1.0,0.08,1,14,1.42,Atlantic Wilmington International Airport Texarkana Regional Airport airport closer ocean wilmington international texarkana regional,Texarkana Regional Airport | Wilmington International Airport | Wilmington Airport (Delaware) | GoJet Airlines | Pensacola International Airport,Texarkana Regional Airport | Wilmington International Airport
No cost penalty,entity_expand,5ac2ed41554299218029db96,"Which genus has more species, Monstera or Cercis?",1.0,0.5,0.6509209298071326,0.0,1,5,1.25,Monstera Cercis genus more species,Cercidiphyllum | Monstera | Rhaphidophora tetrasperma | Cercis,Cercis | Monstera
No cost penalty,keyword_compress,5ae527945542993aec5ec167,The youngest male model ever to participate in Seoul Fashion Week stars with Park Hae-jin and Kang So-ra ina tv series that last aired on what date?,1.0,1.0,1.0,0.0,1,21,1.5,youngest male model ever participate seoul fashion week stars park hae jin kang so ra ina tv series last aired date,"Lee Jong-suk | Doctor Stranger | My Lawyer, Mr. Jo | Hu Bing | Ugly Alert",Doctor Stranger | Lee Jong-suk
No cost penalty,keyword_compress,5a8a40015542996c9b8d5e72,Which television series was part of Cartoon Network's 2017 April Fools' prank and had a song by Justin Roiland played during the third season of the same show?,1.0,1.0,1.0,0.0,1,19,1.5,television series part cartoon network s 2017 april fools prank song justin roiland played during third season same show,Terryfold | Rick and Morty (season 3) | E. E. Bell | The Rickshank Rickdemption | Regular Show (season 3),Rick and Morty (season 3) | Terryfold
No cost penalty,keyword_compress,5a8d64305542994ba4e3dc80,"What Province in Sicily, founded in the eighth century B.C., was the birthplace of the famous historical mathematician Archimedes?",1.0,1.0,1.0,0.0,1,12,1.5,province sicily founded eighth century b c birthplace famous historical mathematician archimedes,"Province of Syracuse | Syracuse, Sicily | Judeo-Hamedani dialect | Trinacria | Excarpsus Cummeani","Province of Syracuse | Syracuse, Sicily"
No cost penalty,decompose,5a727a635542994cef4bc2c9,What type of ovulation does the animal formerly known as the pygmy chimpanzee have?,1.0,0.5,0.6934264036172708,0.1,2,7,1.15,type ovulation animal || formerly known pygmy chimpanzee,Common chimpanzee | Bonobo | Concealed ovulation | Type Museum | Bone-mouth,Bonobo | Concealed ovulation
No cost penalty,keyword_compress,5a8789115542994846c1cd9a,Imran Khan has worked in what type of films refering to the Pashto Language film industry?,1.0,1.0,1.0,0.0,1,10,1.5,imran khan worked type films refering pashto language film industry,Imran Khan (Pakistani actor) | Pashto cinema | Khan Abdul Ghani Khan | 57th Filmfare Awards | Imran Khan (Indian actor),Imran Khan (Pakistani actor) | Pashto cinema
No cost penalty,keep,5ac3165c5542995ef918c10a,Which American film director hosted the 18th Independent Spirit Awards in 2002?,1.0,1.0,1.0,0.0,1,12,1.5,Which American film director hosted the 18th Independent Spirit Awards in 2002?,18th Independent Spirit Awards | John Waters | Independent Spirit Award for Best First Feature | 28th Independent Spirit Awards | 32nd Independent Spirit Awards,18th Independent Spirit Awards | John Waters
No cost penalty,keyword_compress,5a724ba25542990c210a40c7,What is the English translation of the social group which Baran Khan Kudezai was a part of?,0.5,1.0,0.6131471927654584,0.0,1,8,1.0,english translation social group baran khan kudezai part,Baran Khan Kudezai | Gul Baran Khiljii | Social group | Pluralistic ignorance | Exogamy,Baran Khan Kudezai | Loya jirga
No cost penalty,keyword_compress,5ab5c31b554299488d4d9a19,"""Aroma-scope"" used in Spy Kids 4 is reminiscent of what marketing gimmick used in Polyester in 1981?",1.0,1.0,1.0,0.0,1,12,1.5,aroma scope used spy kids 4 reminiscent marketing gimmick used polyester 1981,"Spy Kids: All the Time in the World | Polyester (film) | 10, 9, 8, 7, 6, 5, 4, 3, 2, 1 | Sin Cara | Razor Ramon",Polyester (film) | Spy Kids: All the Time in the World
No cost penalty,keyword_compress,5a74b66a55429929fddd84cb,Was Lee Grant or Colin Campbell born first?,0.5,0.5,0.38685280723454163,0.0,1,6,0.75,lee grant colin campbell born first,"Lee Grant (New Zealand actress) | Lee Grant | Sir Colin Campbell, 1st Baronet, of Lundie | Colin Campbell, 1st Earl of Argyll | Gertrude Elizabeth Blood",Colin Campbell (director) | Lee Grant
No cost penalty,keep,5ae254565542992decbdccbb,"In what year was the writer of the drama ""Ingenious"" born?",0.0,0.0,0.0,0.0,1,11,0.0,"In what year was the writer of the drama ""Ingenious"" born?",Henry Cecil Leon | Tom Cruise filmography | John Tinker (TV producer) | Liz Heldens | The Carrie Diaries,Ingenious (2009 British film) | Jeanette Winterson
No cost penalty,keyword_compress,5ae7281c5542991e8301cb69,The fourth episode The Simpsons' seventh season has what kind of theme?,1.0,0.5,0.6934264036172708,0.0,1,7,1.25,fourth episode simpsons seventh season kind theme,"The Simpsons 138th Episode Spectacular | Religion in The Simpsons | Bart Sells His Soul | Hit and Run, Run, Run | I'm a Little Bit Country",Bart Sells His Soul | Religion in The Simpsons
No cost penalty,keyword_compress,5ae048a255429924de1b708e,What movie did Pitof direct which had an action-adventure tie-in video game based off of it in 2004?,1.0,0.5,0.6934264036172708,0.0,1,11,1.25,movie pitof direct action adventure tie video game based off 2004,Shrek Forever After (video game) | Catwoman (video game) | Catwoman (film) | Lego Knights' Kingdom | Tron Evolution: Battle Grids,Catwoman (film) | Catwoman (video game)
No cost penalty,decompose,5a7a36e65542990198eaf0ea,When was the creator of Bully Boy born?,0.5,0.5,0.38685280723454163,0.1,2,4,0.65,creator bully || boy born,Bully boy | Bully Boy | Thurzday | Bubble Boy (musical) | William Phips,Bully Boy | Sandi Toksvig
No cost penalty,keyword_compress,5ac1d4ad5542994d76dccef7,"Which of the seven Disney characters who had been given a series of their own, starring in cartoons who opened with their own logo  is a fictional character who first appeared in Disney's ""Pinocchio""?",1.0,1.0,0.8772153153380493,0.0,1,19,1.5,seven disney characters been given series own starring cartoons opened own logo fictional character first appeared disney s pinocchio,Humphrey the Bear | Mickey's Mouse Tracks | Jiminy Cricket | Figaro (Disney) | Sylvester the Cat,Figaro (Disney) | Humphrey the Bear
No cost penalty,keep,5a7cef6955429909bec768ad,"Which municipality of Gunnison County, Colorado is now called ""the last great Colorado ski town"" and is located near the Lucky Jack mine?",1.0,1.0,1.0,0.0,1,23,1.5,"Which municipality of Gunnison County, Colorado is now called ""the last great Colorado ski town"" and is located near the Lucky Jack mine?","Crested Butte, Colorado | Lucky Jack mine | Gunnison, Colorado | Quartz Creek (Gunnison County, Colorado) | Crested Butte","Crested Butte, Colorado | Lucky Jack mine"
No cost penalty,keep,5a7a47be5542994f819ef1b2,Near the banks of what river is the city in Romania with a partner Aspen Institute located?,1.0,1.0,1.0,0.0,1,17,1.5,Near the banks of what river is the city in Romania with a partner Aspen Institute located?,Bucharest | Aspen Institute | Mircea Geoană | Walla Walla Community College | José M. de Areilza,Aspen Institute | Bucharest
No cost penalty,keyword_compress,5ab5f249554299488d4d9a5d,What class of yamaha class sport bike motorcycle did Ryuji Yokoa use when he finished as champion in the MFJ All Japan Road Race GP250 Championship in 2006?,1.0,1.0,1.0,0.0,1,19,1.5,class yamaha class sport bike motorcycle ryuji yokoa use finished champion mfj all japan road race gp250 championship 2006,Yamaha YZF-R6 | Ryuji Yokoe | Tatsuya Yamaguchi (motorcycle racer) | Yuuki Ito | Kazuki Watanabe (motorcycle racer),Ryuji Yokoe | Yamaha YZF-R6
No cost penalty,entity_expand,5a8b6d885542997f31a41d25,"Which actress is ""Beyond Rangoon"" was also in ""True Romance"" and ""Ed Wood?""",1.0,0.5,0.6509209298071326,0.12,1,14,1.13,Beyond Rangoon True Romance Ed Wood actress beyond rangoon also true romance ed wood,Music of True Romance for Hyper Meat Performance | Patricia Arquette | Beyond Rangoon (soundtrack) | Beyond Rangoon | Ed Wood (film),Beyond Rangoon | Patricia Arquette
No cost penalty,keyword_compress,5ab2d3c5554299295394687a,"Isaac Live Schreiber, better known as Live Schrieber, acted in Salt, a 2010 American action thriller film directed by whom?",1.0,0.5,0.6934264036172708,0.0,1,15,1.25,isaac live schreiber better known live schrieber acted salt 2010 american action thriller film directed,To Live and Die in L.A. (film) | Liev Schreiber | Salt (2010 film) | Eliminators (2016 film) | Close Range,Liev Schreiber | Salt (2010 film)
No cost penalty,entity_expand,5a8bc3ac5542995e66a47501,Where is the head quarter of the Blue Bird Body Company?,1.0,0.3333333333333333,0.5706417189553201,0.08,1,10,1.0866666666666667,Blue Bird Body Company head quarter blue bird body company,Blue Bird TC/2000 | Blue Bird All American | Blue Bird Corporation | Albert Luce | Mhowgaon,Albert Luce | Blue Bird Corporation
No cost penalty,keep,5a8d50fb55429941ae14dfa2,"The Bodie & Benton Railway was a narrow gauge common carrier railroad in California, from the Mono Mills to a terminus in a ghost town located how many miles away from Lake Tahoe ?",1.0,1.0,1.0,0.0,1,34,1.5,"The Bodie & Benton Railway was a narrow gauge common carrier railroad in California, from the Mono Mills to a terminus in a ghost town located how many miles away from Lake Tahoe ?","Bodie and Benton Railway and Commercial Company | Bodie, California | Lakeside and Marblehead Railroad | Mono Mills Junction, California | Mono Mills, California","Bodie and Benton Railway and Commercial Company | Bodie, California"
No cost penalty,keyword_compress,5a7b2c9155429927d897bf51,"Who was born first, Little Feat's Lowell George, or Ian Hunter from Mott the Hoople?",0.5,0.5,0.38685280723454163,0.0,1,11,0.75,born first little feat s lowell george ian hunter mott hoople,"Ian Hunter (album) | Lowell George | Thanks, I'll Eat It Here | Born Late '58 | Pressure Drop (album)",Ian Hunter (singer) | Lowell George
No cost penalty,keyword_compress,5a88f9555542995153361214,The Jeep Cherokee was originally sold as a variant of a Jeep model produced during what years?,1.0,1.0,1.0,0.0,1,10,1.5,jeep cherokee originally sold variant jeep model produced during years,Jeep Cherokee | Jeep Wagoneer (SJ) | Jeep Liberty | Jeep Cherokee (SJ) | Jeep Cherokee (XJ),Jeep Cherokee | Jeep Wagoneer (SJ)
No cost penalty,keep,5ac2dfac554299657fa290b3,"What multinational professional services firm, headquartered in London, England, is one of the ""Big Four"" accounting firms and is also a tenant in InfoPark, Kochi?",1.0,1.0,0.9197207891481876,0.0,1,25,1.5,"What multinational professional services firm, headquartered in London, England, is one of the ""Big Four"" accounting firms and is also a tenant in InfoPark, Kochi?","Ernst &amp; Young | PricewaterhouseCoopers | InfoPark, Kochi | World Services Group | Arup Group","Ernst &amp; Young | InfoPark, Kochi"
No cost penalty,keyword_compress,5ae648b955429929b0807b1d,The physicist who is responsible for identifying the Rabi cycle won what award?,1.0,1.0,0.9197207891481876,0.0,1,7,1.5,physicist responsible identifying rabi cycle won award,Isidor Isaac Rabi | Records management | Rabi cycle | Nuclear Fuel Cycle Royal Commission | Rabbi Jonathan,Isidor Isaac Rabi | Rabi cycle
No cost penalty,keyword_compress,5a8a756555429970aeb702f2,Stray Arrows: A Collection of Favorites is the first compilation album released by an American alternative metal band that formed in what Chicago suburb?,1.0,1.0,1.0,0.0,1,15,1.5,stray arrows collection favorites first compilation album released american alternative metal band formed chicago suburb,Stray Arrows: A Collection of Favorites | Chevelle (band) | Janus (American band) | Antennas to Hell | Change (In the House of Flies),Chevelle (band) | Stray Arrows: A Collection of Favorites
No cost penalty,entity_expand,5aba9813554299232ef4a357,"Which is a choreographer, Yuen Woo-ping or Basil Dean?",0.5,1.0,0.6131471927654584,0.08,1,10,0.92,Yuen Woo Basil Dean choreographer yuen woo ping basil dean,Yuen Woo-ping | Yuen Cheung-yan | Shaolin Drunkard | Snake in the Eagle's Shadow | True Legend,Basil Dean | Yuen Woo-ping
No cost penalty,entity_expand,5a7f1ad155429934daa2fce2,Australian National Airways was founded by the person who made the first what in 1928?,1.0,1.0,1.0,0.06,1,11,1.44,Australian National Airways australian national airways founded person made first 1928,Australian National Airways (1930) | Charles Kingsford Smith | Union Airways of N.Z. Ltd | West Australian Airways | 1931 Avro Ten Southern Cloud disappearance,Australian National Airways (1930) | Charles Kingsford Smith
No cost penalty,keep,5ab94cca554299753720f7dd,"Angelspit toured the United States with an American electronic music duo from Orlando, Florida, that formed in what year?",1.0,1.0,1.0,0.0,1,19,1.5,"Angelspit toured the United States with an American electronic music duo from Orlando, Florida, that formed in what year?",Angelspit | Blood on the Dance Floor (band) | Harnessed the Storm | The M Machine | Streets of Gold,Angelspit | Blood on the Dance Floor (band)
No cost penalty,keyword_compress,5a85e57a5542994c784ddbb1,What 1986 drama directed by Lee Doo-yong starred Lee Mi-sook?,1.0,0.3333333333333333,0.5706417189553201,0.0,1,10,1.1666666666666667,1986 drama directed lee doo yong starred lee mi sook,Eunuch (film) | Miss Korea (TV series) | Lee Mi-sook | Mulberry (film) | Police Story (1979 film),Lee Mi-sook | Mulberry (film)
No cost penalty,keep,5ae0968955429924de1b7105,When was the rock band to which Pre-Creedence name was changed active? ,1.0,1.0,1.0,0.0,1,12,1.5,When was the rock band to which Pre-Creedence name was changed active?,Pre-Creedence | Creedence Clearwater Revival | She (American band) | The Crash (band) | Analogy (band),Creedence Clearwater Revival | Pre-Creedence
No cost penalty,keyword_compress,5ac3a0db554299391541383a,Phyllis Kohn holds a seat in the House of Representatives which meets where?,0.0,0.0,0.0,0.0,1,7,0.0,phyllis kohn holds seat house representatives meets,Iowa House of Representatives | Washington House of Representatives | Phyllis Heineman | Janine Boyd | Franklin Coslett,Minnesota House of Representatives | Phyllis Kahn
