dataset,qid,question,selected_action,train_best_action,oracle_action,policy_reward,train_best_reward,oracle_reward,policy_reward_delta_vs_train_best,policy_regret,oracle_margin_vs_train_best,oracle_margin_vs_second_best,candidate_action_reward_spread,oracle_tie_count,beats_train_best,matches_train_best_action,matches_oracle_action
scifact,275,Combining phosphatidylinositide 3-kinase and MEK 1/2 inhibitors is effective at treating KRAS mutant tumors.,hybrid_keep,hybrid_keyword,dense_keep,0.8866666666666666,0.8866666666666666,1.25,0.0,0.363333333333,0.363333333333,0.0,0.416666666667,2,False,False,False
scifact,1137,TNFAIP3 is a tumor suppressor in glioblastoma.,hybrid_keyword,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.25,3,False,True,False
scifact,118,Antibiotic induced alterations in the gut microbiome reduce resistance against Clostridium difficile,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.22,1.5,0.28,0.0,0.28,0.0,0.28,2,True,False,False
scifact,628,Infection of human T-cell lymphotropic virus type 1 is most frequent in individuals of African origin.,hybrid_keep,hybrid_keyword,bm25_keep,1.22,1.095,1.5,0.125,0.28,0.405,0.25,1.5,1,True,False,False
scifact,814,"Mutations in G-Beta protein GNB2 are present in many cancers, resulting in loss of interaction with G-alpha subunits and concomitant activation of AKT pathway.",bm25_keep,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,True
scifact,834,NOX2-independent pathways can generate peroxynitrite by reacting with nitrogen intermediates.,dense_keep,hybrid_keyword,bm25_keep,0.0,-0.03,0.0,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,219,CX3CR1 on the Th2 cells suppresses airway inflammation.,bm25_keep,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,True
scifact,882,Omnivores produce less trimethylamine N-oxide from dietary I-carnitine than vegetarians.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,1339,Ultrasound guidance significantly raises the number of traumatic procedures when attempting needle insertion.,hybrid_keyword,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.03,4,False,True,False
scifact,1368,Vitamin D deficiency effects the term of delivery.,hybrid_keep,hybrid_keyword,bm25_keep,-0.03,-0.03,0.0,0.0,0.03,0.03,0.0,0.03,4,False,False,False
scifact,800,Modifying the epigenome in the brain affects the normal human aging process by affecting certain genes related to neurogenesis.,dense_keep,hybrid_keyword,dense_keep,1.25,1.07,1.25,0.18,0.0,0.18,0.083333333333,1.25,1,True,False,True
scifact,528,Human T-lymphotropic virus type-I-associated myelopathy / tropical spastic paraparesis (HAM/TSP) patients produce Immunoglobulin G (IgG) antibodies which cross-react with an immunodominant epitope in Tax.,hybrid_keyword,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.03,4,False,True,False
scifact,380,Enhanced early production of inflammatory chemokines improves viral control in the lung.,hybrid_keep,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.03,4,False,False,False
scifact,1292,There is no association between HNF4A mutations and diabetes risks.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,808,Most termination events in Okazaki fragments are sequence specific.,hybrid_keyword,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.03,4,False,True,False
scifact,1359,Varenicline monotherapy is more effective after 12 weeks of treatment compared to combination nicotine replacement therapies with varenicline or bupropion.,dense_keep,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,385,Epigenetic modulating agents (EMAs) modulate antitumor immune response in a cancer model system.,hybrid_keyword,hybrid_keyword,dense_keep,1.22,1.22,1.25,0.0,0.03,0.03,0.0,0.583333333333,2,False,True,False
scifact,13,5% of perinatal mortality is due to low birth weight.,dense_keep,hybrid_keyword,bm25_keep,0.0,-0.03,0.0,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,660,Ivermectin is used to treat onchocerciasis.,dense_keep,hybrid_keyword,bm25_keyword,0.0,1.47,1.5,-1.47,1.5,0.03,0.03,1.53,1,False,False,False
scifact,1104,Stroke patients with prior use of direct oral anticoagulants have a lower risk of in-hospital mortality than stroke patients with prior use of warfarin.,bm25_keep,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,True
scifact,533,Hyperfibrinogenemia increases rates of femoropopliteal bypass thrombosis.,hybrid_keyword,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.03,4,False,True,False
scifact,1012,Radioiodine treatment of non-toxic multinodular goitre reduces thyroid volume.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,1363,Venules have a thinner or absent smooth layer compared to arterioles.,hybrid_keep,hybrid_keyword,bm25_keep,1.22,1.22,1.5,0.0,0.28,0.28,0.0,1.5,2,False,False,False
scifact,507,Helminths interfere with immune system control of macrophages activated by IL-4 favor Mycobacterium tuberculosis replication.,hybrid_keep,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.25,2,False,False,False
scifact,57,"APOE4 expression in iPSC-derived neurons increases AlphaBeta production and tau phosphorylation, delaying GABA neuron degeneration.",bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,1225,The locus rs647161 is associated with colorectal carcinoma.,hybrid_keyword,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.03,4,False,True,False
scifact,551,ITAM phosphorylation prevents the transfer of the T cell receptor (TCR) signal from the echo-domain to the cytoplasmic tail of the T cell receptor (TCR).,bm25_keep,hybrid_keyword,dense_keep,1.125,1.22,1.25,-0.095,0.125,0.03,0.0,0.15,2,False,False,False
scifact,532,Hyperfibrinogenemia decreases rates of femoropopliteal bypass thrombosis.,hybrid_keyword,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.03,4,False,True,False
scifact,217,CX3CR1 on the Th2 cells promotes T cell survival,hybrid_keep,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.03,4,False,False,False
scifact,72,Activator-inhibitor pairs are provided dorsally by Admpchordin.,hybrid_keep,hybrid_keyword,dense_keep,1.22,1.22,1.5,0.0,0.28,0.28,0.0,1.5,2,False,False,False
scifact,75,"Active H. pylori urease has a polymeric structure that compromises two subunits, UreA and UreB.",dense_keep,hybrid_keyword,bm25_keep,1.25,1.1366666666666667,1.25,0.113333333333,0.0,0.113333333333,0.0,0.113333333333,4,True,False,False
scifact,1019,Rapid phosphotransfer rates govern fidelity in two component systems,hybrid_keyword,hybrid_keyword,bm25_keep,1.1366666666666667,1.1366666666666667,1.25,0.0,0.113333333333,0.113333333333,0.0,0.125,2,False,True,False
scifact,212,CR is associated with higher methylation age.,hybrid_keyword,hybrid_keyword,bm25_keep,-0.03,-0.03,1.5,0.0,1.53,1.53,0.03,1.53,1,False,True,False
scifact,1303,Tirasemtiv has no effect on fast-twitch muscle.,hybrid_keep,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.03,4,False,False,False
scifact,233,Cell autonomous sex determination in somatic cells does not occur in Galliformes.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,314,Deamination of cytidine to uridine on the minus strand of viral DNA results in catastrophic G-to-A mutations in the viral genome.,dense_keep,hybrid_keyword,bm25_keep,0.0,1.095,1.1666666666666667,-1.095,1.166666666667,0.071666666667,0.0,1.166666666667,2,False,False,False
scifact,536,Hypocretin neurones induce panicprone state in rats.,dense_keep,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,577,"In mice, P. chabaudi parasites are able to proliferate faster early in infection when inoculated at lower numbers than when inoculated at high numbers.",hybrid_keyword,hybrid_keyword,bm25_keep,-0.03,-0.03,0.0,0.0,0.03,0.03,0.0,0.03,4,False,True,False
scifact,649,Integrating classroom-based collaborative learning with Web-based collaborative learning leads to subpar class performance,hybrid_keep,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.03,4,False,False,False
scifact,56,APOE4 expression in iPSC-derived neurons increases AlphaBeta production and tau phosphorylation causing GABA neuron degeneration.,bm25_keyword,hybrid_keyword,bm25_keep,1.5,1.47,1.5,0.03,0.0,0.03,0.0,0.03,4,True,False,False
scifact,248,Chenodeosycholic acid treatment increases whole-body energy expenditure.,hybrid_keyword,hybrid_keyword,bm25_keep,1.47,1.47,1.5,0.0,0.03,0.03,0.0,0.333333333333,2,False,True,False
