source_dataset,target_dataset,split,method,action,qid,question,recall_at_5,mrr,ndcg_at_5,rewrite_cost,retrieval_calls,rewrite_tokens,reward,queries,top_docs,gold_docs,policy_action_score
scifact,nfcorpus,test,Hybrid original,hybrid_keep,PLAIN-711,blood clots,0.017543859649122806,1.0,0.3391602052736161,0.03,2,2,0.48754385964912283,blood clots,MED-2077 | MED-1027 | MED-1492 | MED-2523 | MED-4497,MED-1682 | MED-1683 | MED-1685 | MED-1686 | MED-1687 | MED-1688 | MED-1689 | MED-1690 | MED-1691 | MED-1693 | MED-1695 | MED-1696 | MED-1697 | MED-1701 | MED-1825 | MED-1826 | MED-1827 | MED-1828 | MED-1829 | MED-1830 | MED-2076 | MED-2077 | MED-2078 | MED-2079 | MED-2080 | MED-2082 | MED-2083 | MED-2085 | MED-3199 | MED-3200 | MED-3201 | MED-3202 | MED-3203 | MED-3204 | MED-3205 | MED-3206 | MED-3207 | MED-3208 | MED-3209 | MED-3210 | MED-3830 | MED-3841 | MED-3843 | MED-3849 | MED-398 | MED-4352 | MED-4353 | MED-4649 | MED-4650 | MED-4651 | MED-4776 | MED-4777 | MED-4778 | MED-4779 | MED-4780 | MED-5293 | MED-5303,
scifact,nfcorpus,test,Hybrid keyword,hybrid_keyword,PLAIN-711,blood clots,0.017543859649122806,1.0,0.3391602052736161,0.03,2,2,0.48754385964912283,blood clots,MED-2077 | MED-1027 | MED-1492 | MED-2523 | MED-4497,MED-1682 | MED-1683 | MED-1685 | MED-1686 | MED-1687 | MED-1688 | MED-1689 | MED-1690 | MED-1691 | MED-1693 | MED-1695 | MED-1696 | MED-1697 | MED-1701 | MED-1825 | MED-1826 | MED-1827 | MED-1828 | MED-1829 | MED-1830 | MED-2076 | MED-2077 | MED-2078 | MED-2079 | MED-2080 | MED-2082 | MED-2083 | MED-2085 | MED-3199 | MED-3200 | MED-3201 | MED-3202 | MED-3203 | MED-3204 | MED-3205 | MED-3206 | MED-3207 | MED-3208 | MED-3209 | MED-3210 | MED-3830 | MED-3841 | MED-3843 | MED-3849 | MED-398 | MED-4352 | MED-4353 | MED-4649 | MED-4650 | MED-4651 | MED-4776 | MED-4777 | MED-4778 | MED-4779 | MED-4780 | MED-5293 | MED-5303,
scifact,nfcorpus,test,Target train-best action,dense_keep,PLAIN-711,blood clots,0.017543859649122806,0.5,0.21398626473452756,0.0,1,2,0.2675438596491228,blood clots,MED-1027 | MED-2077 | MED-4497 | MED-854 | MED-4427,MED-1682 | MED-1683 | MED-1685 | MED-1686 | MED-1687 | MED-1688 | MED-1689 | MED-1690 | MED-1691 | MED-1693 | MED-1695 | MED-1696 | MED-1697 | MED-1701 | MED-1825 | MED-1826 | MED-1827 | MED-1828 | MED-1829 | MED-1830 | MED-2076 | MED-2077 | MED-2078 | MED-2079 | MED-2080 | MED-2082 | MED-2083 | MED-2085 | MED-3199 | MED-3200 | MED-3201 | MED-3202 | MED-3203 | MED-3204 | MED-3205 | MED-3206 | MED-3207 | MED-3208 | MED-3209 | MED-3210 | MED-3830 | MED-3841 | MED-3843 | MED-3849 | MED-398 | MED-4352 | MED-4353 | MED-4649 | MED-4650 | MED-4651 | MED-4776 | MED-4777 | MED-4778 | MED-4779 | MED-4780 | MED-5293 | MED-5303,
scifact,nfcorpus,test,Heuristic retrieval router,bm25_keep,PLAIN-711,blood clots,0.017543859649122806,1.0,0.3391602052736161,0.0,1,2,0.5175438596491229,blood clots,MED-2077 | MED-1492 | MED-2523 | MED-5295 | MED-3520,MED-1682 | MED-1683 | MED-1685 | MED-1686 | MED-1687 | MED-1688 | MED-1689 | MED-1690 | MED-1691 | MED-1693 | MED-1695 | MED-1696 | MED-1697 | MED-1701 | MED-1825 | MED-1826 | MED-1827 | MED-1828 | MED-1829 | MED-1830 | MED-2076 | MED-2077 | MED-2078 | MED-2079 | MED-2080 | MED-2082 | MED-2083 | MED-2085 | MED-3199 | MED-3200 | MED-3201 | MED-3202 | MED-3203 | MED-3204 | MED-3205 | MED-3206 | MED-3207 | MED-3208 | MED-3209 | MED-3210 | MED-3830 | MED-3841 | MED-3843 | MED-3849 | MED-398 | MED-4352 | MED-4353 | MED-4649 | MED-4650 | MED-4651 | MED-4776 | MED-4777 | MED-4778 | MED-4779 | MED-4780 | MED-5293 | MED-5303,
scifact,nfcorpus,test,Transferred source policy,hybrid_keyword,PLAIN-711,blood clots,0.017543859649122806,1.0,0.3391602052736161,0.03,2,2,0.48754385964912283,blood clots,MED-2077 | MED-1027 | MED-1492 | MED-2523 | MED-4497,MED-1682 | MED-1683 | MED-1685 | MED-1686 | MED-1687 | MED-1688 | MED-1689 | MED-1690 | MED-1691 | MED-1693 | MED-1695 | MED-1696 | MED-1697 | MED-1701 | MED-1825 | MED-1826 | MED-1827 | MED-1828 | MED-1829 | MED-1830 | MED-2076 | MED-2077 | MED-2078 | MED-2079 | MED-2080 | MED-2082 | MED-2083 | MED-2085 | MED-3199 | MED-3200 | MED-3201 | MED-3202 | MED-3203 | MED-3204 | MED-3205 | MED-3206 | MED-3207 | MED-3208 | MED-3209 | MED-3210 | MED-3830 | MED-3841 | MED-3843 | MED-3849 | MED-398 | MED-4352 | MED-4353 | MED-4649 | MED-4650 | MED-4651 | MED-4776 | MED-4777 | MED-4778 | MED-4779 | MED-4780 | MED-5293 | MED-5303,0.8660257709938308
scifact,nfcorpus,test,Oracle retrieval action,bm25_keep,PLAIN-711,blood clots,0.017543859649122806,1.0,0.3391602052736161,0.0,1,2,0.5175438596491229,blood clots,MED-2077 | MED-1492 | MED-2523 | MED-5295 | MED-3520,MED-1682 | MED-1683 | MED-1685 | MED-1686 | MED-1687 | MED-1688 | MED-1689 | MED-1690 | MED-1691 | MED-1693 | MED-1695 | MED-1696 | MED-1697 | MED-1701 | MED-1825 | MED-1826 | MED-1827 | MED-1828 | MED-1829 | MED-1830 | MED-2076 | MED-2077 | MED-2078 | MED-2079 | MED-2080 | MED-2082 | MED-2083 | MED-2085 | MED-3199 | MED-3200 | MED-3201 | MED-3202 | MED-3203 | MED-3204 | MED-3205 | MED-3206 | MED-3207 | MED-3208 | MED-3209 | MED-3210 | MED-3830 | MED-3841 | MED-3843 | MED-3849 | MED-398 | MED-4352 | MED-4353 | MED-4649 | MED-4650 | MED-4651 | MED-4776 | MED-4777 | MED-4778 | MED-4779 | MED-4780 | MED-5293 | MED-5303,
scifact,nfcorpus,test,Vanilla BM25,bm25_keep,PLAIN-3063,Better Than Goji Berries,0.0,0.0,0.0,0.0,1,4,0.0,Better Than Goji Berries,MED-4712 | MED-2886 | MED-1676 | MED-4366 | MED-4900,MED-3742 | MED-3893 | MED-3894 | MED-4544,
scifact,nfcorpus,test,BM25 keyword,bm25_keyword,PLAIN-3063,Better Than Goji Berries,0.0,0.0,0.0,0.0,1,4,0.0,better than goji berries,MED-4712 | MED-2886 | MED-1676 | MED-4366 | MED-4900,MED-3742 | MED-3893 | MED-3894 | MED-4544,
scifact,nfcorpus,test,Dense original,dense_keep,PLAIN-3063,Better Than Goji Berries,0.0,0.0,0.0,0.0,1,4,0.0,Better Than Goji Berries,MED-4712 | MED-2886 | MED-2924 | MED-5070 | MED-1676,MED-3742 | MED-3893 | MED-3894 | MED-4544,
scifact,nfcorpus,test,Dense keyword,dense_keyword,PLAIN-3063,Better Than Goji Berries,0.0,0.0,0.0,0.0,1,4,0.0,better than goji berries,MED-4712 | MED-2886 | MED-2924 | MED-5070 | MED-1676,MED-3742 | MED-3893 | MED-3894 | MED-4544,
scifact,nfcorpus,test,Hybrid original,hybrid_keep,PLAIN-3063,Better Than Goji Berries,0.0,0.0,0.0,0.03,2,4,-0.03,Better Than Goji Berries,MED-4712 | MED-2886 | MED-1676 | MED-2924 | MED-4366,MED-3742 | MED-3893 | MED-3894 | MED-4544,
scifact,nfcorpus,test,Hybrid keyword,hybrid_keyword,PLAIN-3063,Better Than Goji Berries,0.0,0.0,0.0,0.03,2,4,-0.03,better than goji berries,MED-4712 | MED-2886 | MED-1676 | MED-2924 | MED-4366,MED-3742 | MED-3893 | MED-3894 | MED-4544,
scifact,nfcorpus,test,Target train-best action,dense_keep,PLAIN-3063,Better Than Goji Berries,0.0,0.0,0.0,0.0,1,4,0.0,Better Than Goji Berries,MED-4712 | MED-2886 | MED-2924 | MED-5070 | MED-1676,MED-3742 | MED-3893 | MED-3894 | MED-4544,
scifact,nfcorpus,test,Heuristic retrieval router,bm25_keep,PLAIN-3063,Better Than Goji Berries,0.0,0.0,0.0,0.0,1,4,0.0,Better Than Goji Berries,MED-4712 | MED-2886 | MED-1676 | MED-4366 | MED-4900,MED-3742 | MED-3893 | MED-3894 | MED-4544,
scifact,nfcorpus,test,Transferred source policy,hybrid_keyword,PLAIN-3063,Better Than Goji Berries,0.0,0.0,0.0,0.03,2,4,-0.03,better than goji berries,MED-4712 | MED-2886 | MED-1676 | MED-2924 | MED-4366,MED-3742 | MED-3893 | MED-3894 | MED-4544,1.0430632850598125
scifact,nfcorpus,test,Oracle retrieval action,bm25_keep,PLAIN-3063,Better Than Goji Berries,0.0,0.0,0.0,0.0,1,4,0.0,Better Than Goji Berries,MED-4712 | MED-2886 | MED-1676 | MED-4366 | MED-4900,MED-3742 | MED-3893 | MED-3894 | MED-4544,
scifact,nfcorpus,test,Vanilla BM25,bm25_keep,PLAIN-2900,Boosting Good Bacteria in the Colon Without Probiotics,0.0,0.0,0.0,0.0,1,8,0.0,Boosting Good Bacteria in the Colon Without Probiotics,MED-2105 | MED-3679 | MED-3693 | MED-1417 | MED-3692,MED-3788 | MED-4269 | MED-4271 | MED-4276 | MED-4278 | MED-4313 | MED-4325 | MED-4442 | MED-4443 | MED-4768 | MED-4810 | MED-5332,
scifact,nfcorpus,test,BM25 keyword,bm25_keyword,PLAIN-2900,Boosting Good Bacteria in the Colon Without Probiotics,0.0,0.0,0.0,0.0,1,6,0.0,boosting good bacteria colon without probiotics,MED-2105 | MED-3679 | MED-1417 | MED-3677 | MED-3693,MED-3788 | MED-4269 | MED-4271 | MED-4276 | MED-4278 | MED-4313 | MED-4325 | MED-4442 | MED-4443 | MED-4768 | MED-4810 | MED-5332,
scifact,nfcorpus,test,Dense original,dense_keep,PLAIN-2900,Boosting Good Bacteria in the Colon Without Probiotics,0.0,0.0,0.0,0.0,1,8,0.0,Boosting Good Bacteria in the Colon Without Probiotics,MED-3692 | MED-1413 | MED-3679 | MED-1420 | MED-3690,MED-3788 | MED-4269 | MED-4271 | MED-4276 | MED-4278 | MED-4313 | MED-4325 | MED-4442 | MED-4443 | MED-4768 | MED-4810 | MED-5332,
scifact,nfcorpus,test,Dense keyword,dense_keyword,PLAIN-2900,Boosting Good Bacteria in the Colon Without Probiotics,0.0,0.0,0.0,0.0,1,6,0.0,boosting good bacteria colon without probiotics,MED-3692 | MED-3679 | MED-1413 | MED-3690 | MED-1420,MED-3788 | MED-4269 | MED-4271 | MED-4276 | MED-4278 | MED-4313 | MED-4325 | MED-4442 | MED-4443 | MED-4768 | MED-4810 | MED-5332,
scifact,nfcorpus,test,Hybrid original,hybrid_keep,PLAIN-2900,Boosting Good Bacteria in the Colon Without Probiotics,0.0,0.0,0.0,0.03,2,8,-0.03,Boosting Good Bacteria in the Colon Without Probiotics,MED-3692 | MED-2105 | MED-3679 | MED-1413 | MED-3693,MED-3788 | MED-4269 | MED-4271 | MED-4276 | MED-4278 | MED-4313 | MED-4325 | MED-4442 | MED-4443 | MED-4768 | MED-4810 | MED-5332,
scifact,nfcorpus,test,Hybrid keyword,hybrid_keyword,PLAIN-2900,Boosting Good Bacteria in the Colon Without Probiotics,0.0,0.0,0.0,0.03,2,6,-0.03,boosting good bacteria colon without probiotics,MED-2105 | MED-3679 | MED-3692 | MED-1413 | MED-1417,MED-3788 | MED-4269 | MED-4271 | MED-4276 | MED-4278 | MED-4313 | MED-4325 | MED-4442 | MED-4443 | MED-4768 | MED-4810 | MED-5332,
scifact,nfcorpus,test,Target train-best action,dense_keep,PLAIN-2900,Boosting Good Bacteria in the Colon Without Probiotics,0.0,0.0,0.0,0.0,1,8,0.0,Boosting Good Bacteria in the Colon Without Probiotics,MED-3692 | MED-1413 | MED-3679 | MED-1420 | MED-3690,MED-3788 | MED-4269 | MED-4271 | MED-4276 | MED-4278 | MED-4313 | MED-4325 | MED-4442 | MED-4443 | MED-4768 | MED-4810 | MED-5332,
scifact,nfcorpus,test,Heuristic retrieval router,bm25_keep,PLAIN-2900,Boosting Good Bacteria in the Colon Without Probiotics,0.0,0.0,0.0,0.0,1,8,0.0,Boosting Good Bacteria in the Colon Without Probiotics,MED-2105 | MED-3679 | MED-3693 | MED-1417 | MED-3692,MED-3788 | MED-4269 | MED-4271 | MED-4276 | MED-4278 | MED-4313 | MED-4325 | MED-4442 | MED-4443 | MED-4768 | MED-4810 | MED-5332,
scifact,nfcorpus,test,Transferred source policy,hybrid_keep,PLAIN-2900,Boosting Good Bacteria in the Colon Without Probiotics,0.0,0.0,0.0,0.03,2,8,-0.03,Boosting Good Bacteria in the Colon Without Probiotics,MED-3692 | MED-2105 | MED-3679 | MED-1413 | MED-3693,MED-3788 | MED-4269 | MED-4271 | MED-4276 | MED-4278 | MED-4313 | MED-4325 | MED-4442 | MED-4443 | MED-4768 | MED-4810 | MED-5332,0.8674097275829293
scifact,nfcorpus,test,Oracle retrieval action,bm25_keep,PLAIN-2900,Boosting Good Bacteria in the Colon Without Probiotics,0.0,0.0,0.0,0.0,1,8,0.0,Boosting Good Bacteria in the Colon Without Probiotics,MED-2105 | MED-3679 | MED-3693 | MED-1417 | MED-3692,MED-3788 | MED-4269 | MED-4271 | MED-4276 | MED-4278 | MED-4313 | MED-4325 | MED-4442 | MED-4443 | MED-4768 | MED-4810 | MED-5332,
scifact,nfcorpus,test,Vanilla BM25,bm25_keep,PLAIN-2209,taro,0.0,0.0,0.0,0.0,1,1,0.0,taro,MED-10 | MED-14 | MED-118 | MED-301 | MED-306,MED-4635 | MED-4640,
scifact,nfcorpus,test,BM25 keyword,bm25_keyword,PLAIN-2209,taro,0.0,0.0,0.0,0.0,1,1,0.0,taro,MED-10 | MED-14 | MED-118 | MED-301 | MED-306,MED-4635 | MED-4640,
scifact,nfcorpus,test,Dense original,dense_keep,PLAIN-2209,taro,0.0,0.0,0.0,0.0,1,1,0.0,taro,MED-4236 | MED-3519 | MED-3808 | MED-3533 | MED-2520,MED-4635 | MED-4640,
scifact,nfcorpus,test,Dense keyword,dense_keyword,PLAIN-2209,taro,0.0,0.0,0.0,0.0,1,1,0.0,taro,MED-4236 | MED-3519 | MED-3808 | MED-3533 | MED-2520,MED-4635 | MED-4640,
scifact,nfcorpus,test,Hybrid original,hybrid_keep,PLAIN-2209,taro,0.0,0.0,0.0,0.03,2,1,-0.03,taro,MED-10 | MED-4236 | MED-14 | MED-3519 | MED-118,MED-4635 | MED-4640,
scifact,nfcorpus,test,Hybrid keyword,hybrid_keyword,PLAIN-2209,taro,0.0,0.0,0.0,0.03,2,1,-0.03,taro,MED-10 | MED-4236 | MED-14 | MED-3519 | MED-118,MED-4635 | MED-4640,
scifact,nfcorpus,test,Target train-best action,dense_keep,PLAIN-2209,taro,0.0,0.0,0.0,0.0,1,1,0.0,taro,MED-4236 | MED-3519 | MED-3808 | MED-3533 | MED-2520,MED-4635 | MED-4640,
scifact,nfcorpus,test,Heuristic retrieval router,dense_keep,PLAIN-2209,taro,0.0,0.0,0.0,0.0,1,1,0.0,taro,MED-4236 | MED-3519 | MED-3808 | MED-3533 | MED-2520,MED-4635 | MED-4640,
scifact,nfcorpus,test,Transferred source policy,dense_keep,PLAIN-2209,taro,0.0,0.0,0.0,0.0,1,1,0.0,taro,MED-4236 | MED-3519 | MED-3808 | MED-3533 | MED-2520,MED-4635 | MED-4640,0.0662793156610188
scifact,nfcorpus,test,Oracle retrieval action,bm25_keep,PLAIN-2209,taro,0.0,0.0,0.0,0.0,1,1,0.0,taro,MED-10 | MED-14 | MED-118 | MED-301 | MED-306,MED-4635 | MED-4640,
scifact,nfcorpus,test,Vanilla BM25,bm25_keep,PLAIN-2740,Cancer Risk From CT Scan Radiation,0.06,0.5,0.5296347172140421,0.0,1,6,0.31,Cancer Risk From CT Scan Radiation,MED-2940 | MED-3627 | MED-3624 | MED-3623 | MED-2947,MED-3609 | MED-3610 | MED-3617 | MED-3618 | MED-3620 | MED-3621 | MED-3622 | MED-3623 | MED-3624 | MED-3625 | MED-3626 | MED-3627 | MED-3628 | MED-3629 | MED-3630 | MED-3631 | MED-3632 | MED-3633 | MED-3634 | MED-3635 | MED-3636 | MED-4560 | MED-4609 | MED-4612 | MED-4613 | MED-4615 | MED-4616 | MED-4617 | MED-5036 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,
scifact,nfcorpus,test,BM25 keyword,bm25_keyword,PLAIN-2740,Cancer Risk From CT Scan Radiation,0.06,0.5,0.5296347172140421,0.0,1,5,0.31,cancer risk ct scan radiation,MED-2940 | MED-3627 | MED-3624 | MED-3623 | MED-2947,MED-3609 | MED-3610 | MED-3617 | MED-3618 | MED-3620 | MED-3621 | MED-3622 | MED-3623 | MED-3624 | MED-3625 | MED-3626 | MED-3627 | MED-3628 | MED-3629 | MED-3630 | MED-3631 | MED-3632 | MED-3633 | MED-3634 | MED-3635 | MED-3636 | MED-4560 | MED-4609 | MED-4612 | MED-4613 | MED-4615 | MED-4616 | MED-4617 | MED-5036 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,
scifact,nfcorpus,test,Dense original,dense_keep,PLAIN-2740,Cancer Risk From CT Scan Radiation,0.06,1.0,0.6548086577531307,0.0,1,6,0.56,Cancer Risk From CT Scan Radiation,MED-3627 | MED-2940 | MED-3624 | MED-3623 | MED-3619,MED-3609 | MED-3610 | MED-3617 | MED-3618 | MED-3620 | MED-3621 | MED-3622 | MED-3623 | MED-3624 | MED-3625 | MED-3626 | MED-3627 | MED-3628 | MED-3629 | MED-3630 | MED-3631 | MED-3632 | MED-3633 | MED-3634 | MED-3635 | MED-3636 | MED-4560 | MED-4609 | MED-4612 | MED-4613 | MED-4615 | MED-4616 | MED-4617 | MED-5036 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,
scifact,nfcorpus,test,Dense keyword,dense_keyword,PLAIN-2740,Cancer Risk From CT Scan Radiation,0.06,1.0,0.6548086577531307,0.0,1,5,0.56,cancer risk ct scan radiation,MED-3627 | MED-2940 | MED-3624 | MED-3623 | MED-3619,MED-3609 | MED-3610 | MED-3617 | MED-3618 | MED-3620 | MED-3621 | MED-3622 | MED-3623 | MED-3624 | MED-3625 | MED-3626 | MED-3627 | MED-3628 | MED-3629 | MED-3630 | MED-3631 | MED-3632 | MED-3633 | MED-3634 | MED-3635 | MED-3636 | MED-4560 | MED-4609 | MED-4612 | MED-4613 | MED-4615 | MED-4616 | MED-4617 | MED-5036 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,
scifact,nfcorpus,test,Hybrid original,hybrid_keep,PLAIN-2740,Cancer Risk From CT Scan Radiation,0.06,0.5,0.5296347172140421,0.03,2,6,0.28,Cancer Risk From CT Scan Radiation,MED-2940 | MED-3627 | MED-3624 | MED-3623 | MED-2947,MED-3609 | MED-3610 | MED-3617 | MED-3618 | MED-3620 | MED-3621 | MED-3622 | MED-3623 | MED-3624 | MED-3625 | MED-3626 | MED-3627 | MED-3628 | MED-3629 | MED-3630 | MED-3631 | MED-3632 | MED-3633 | MED-3634 | MED-3635 | MED-3636 | MED-4560 | MED-4609 | MED-4612 | MED-4613 | MED-4615 | MED-4616 | MED-4617 | MED-5036 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,
scifact,nfcorpus,test,Hybrid keyword,hybrid_keyword,PLAIN-2740,Cancer Risk From CT Scan Radiation,0.06,0.5,0.5296347172140421,0.03,2,5,0.28,cancer risk ct scan radiation,MED-2940 | MED-3627 | MED-3624 | MED-3623 | MED-2947,MED-3609 | MED-3610 | MED-3617 | MED-3618 | MED-3620 | MED-3621 | MED-3622 | MED-3623 | MED-3624 | MED-3625 | MED-3626 | MED-3627 | MED-3628 | MED-3629 | MED-3630 | MED-3631 | MED-3632 | MED-3633 | MED-3634 | MED-3635 | MED-3636 | MED-4560 | MED-4609 | MED-4612 | MED-4613 | MED-4615 | MED-4616 | MED-4617 | MED-5036 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,
scifact,nfcorpus,test,Target train-best action,dense_keep,PLAIN-2740,Cancer Risk From CT Scan Radiation,0.06,1.0,0.6548086577531307,0.0,1,6,0.56,Cancer Risk From CT Scan Radiation,MED-3627 | MED-2940 | MED-3624 | MED-3623 | MED-3619,MED-3609 | MED-3610 | MED-3617 | MED-3618 | MED-3620 | MED-3621 | MED-3622 | MED-3623 | MED-3624 | MED-3625 | MED-3626 | MED-3627 | MED-3628 | MED-3629 | MED-3630 | MED-3631 | MED-3632 | MED-3633 | MED-3634 | MED-3635 | MED-3636 | MED-4560 | MED-4609 | MED-4612 | MED-4613 | MED-4615 | MED-4616 | MED-4617 | MED-5036 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,
scifact,nfcorpus,test,Heuristic retrieval router,bm25_keep,PLAIN-2740,Cancer Risk From CT Scan Radiation,0.06,0.5,0.5296347172140421,0.0,1,6,0.31,Cancer Risk From CT Scan Radiation,MED-2940 | MED-3627 | MED-3624 | MED-3623 | MED-2947,MED-3609 | MED-3610 | MED-3617 | MED-3618 | MED-3620 | MED-3621 | MED-3622 | MED-3623 | MED-3624 | MED-3625 | MED-3626 | MED-3627 | MED-3628 | MED-3629 | MED-3630 | MED-3631 | MED-3632 | MED-3633 | MED-3634 | MED-3635 | MED-3636 | MED-4560 | MED-4609 | MED-4612 | MED-4613 | MED-4615 | MED-4616 | MED-4617 | MED-5036 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,
scifact,nfcorpus,test,Transferred source policy,hybrid_keyword,PLAIN-2740,Cancer Risk From CT Scan Radiation,0.06,0.5,0.5296347172140421,0.03,2,5,0.28,cancer risk ct scan radiation,MED-2940 | MED-3627 | MED-3624 | MED-3623 | MED-2947,MED-3609 | MED-3610 | MED-3617 | MED-3618 | MED-3620 | MED-3621 | MED-3622 | MED-3623 | MED-3624 | MED-3625 | MED-3626 | MED-3627 | MED-3628 | MED-3629 | MED-3630 | MED-3631 | MED-3632 | MED-3633 | MED-3634 | MED-3635 | MED-3636 | MED-4560 | MED-4609 | MED-4612 | MED-4613 | MED-4615 | MED-4616 | MED-4617 | MED-5036 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,1.137537139852146
scifact,nfcorpus,test,Oracle retrieval action,dense_keep,PLAIN-2740,Cancer Risk From CT Scan Radiation,0.06,1.0,0.6548086577531307,0.0,1,6,0.56,Cancer Risk From CT Scan Radiation,MED-3627 | MED-2940 | MED-3624 | MED-3623 | MED-3619,MED-3609 | MED-3610 | MED-3617 | MED-3618 | MED-3620 | MED-3621 | MED-3622 | MED-3623 | MED-3624 | MED-3625 | MED-3626 | MED-3627 | MED-3628 | MED-3629 | MED-3630 | MED-3631 | MED-3632 | MED-3633 | MED-3634 | MED-3635 | MED-3636 | MED-4560 | MED-4609 | MED-4612 | MED-4613 | MED-4615 | MED-4616 | MED-4617 | MED-5036 | MED-5322 | MED-5323 | MED-5324 | MED-5325 | MED-5326 | MED-5327 | MED-5328 | MED-5329 | MED-5330 | MED-5331 | MED-5332 | MED-5333 | MED-5334 | MED-5335 | MED-5337 | MED-5338 | MED-5339 | MED-5340 | MED-5341 | MED-5342 | MED-5363,
scifact,nfcorpus,test,Vanilla BM25,bm25_keep,PLAIN-3026,Vitamin C-Enriched Bacon,0.0,0.0,0.0,0.0,1,3,0.0,Vitamin C-Enriched Bacon,MED-4976 | MED-1601 | MED-5131 | MED-5188 | MED-4353,MED-4470,
scifact,nfcorpus,test,BM25 keyword,bm25_keyword,PLAIN-3026,Vitamin C-Enriched Bacon,0.0,0.0,0.0,0.0,1,4,0.0,vitamin c enriched bacon,MED-4976 | MED-1601 | MED-5131 | MED-5188 | MED-4353,MED-4470,
scifact,nfcorpus,test,Dense original,dense_keep,PLAIN-3026,Vitamin C-Enriched Bacon,1.0,0.5,0.6309297535714575,0.0,1,3,1.25,Vitamin C-Enriched Bacon,MED-3157 | MED-4470 | MED-922 | MED-981 | MED-3452,MED-4470,
scifact,nfcorpus,test,Dense keyword,dense_keyword,PLAIN-3026,Vitamin C-Enriched Bacon,1.0,0.5,0.6309297535714575,0.0,1,4,1.25,vitamin c enriched bacon,MED-3157 | MED-4470 | MED-922 | MED-981 | MED-3452,MED-4470,
scifact,nfcorpus,test,Hybrid original,hybrid_keep,PLAIN-3026,Vitamin C-Enriched Bacon,1.0,0.25,0.43067655807339306,0.03,2,3,1.095,Vitamin C-Enriched Bacon,MED-3157 | MED-4976 | MED-1601 | MED-4470 | MED-5131,MED-4470,
scifact,nfcorpus,test,Hybrid keyword,hybrid_keyword,PLAIN-3026,Vitamin C-Enriched Bacon,1.0,0.25,0.43067655807339306,0.03,2,4,1.095,vitamin c enriched bacon,MED-3157 | MED-4976 | MED-1601 | MED-4470 | MED-5131,MED-4470,
scifact,nfcorpus,test,Target train-best action,dense_keep,PLAIN-3026,Vitamin C-Enriched Bacon,1.0,0.5,0.6309297535714575,0.0,1,3,1.25,Vitamin C-Enriched Bacon,MED-3157 | MED-4470 | MED-922 | MED-981 | MED-3452,MED-4470,
scifact,nfcorpus,test,Heuristic retrieval router,bm25_keep,PLAIN-3026,Vitamin C-Enriched Bacon,0.0,0.0,0.0,0.0,1,3,0.0,Vitamin C-Enriched Bacon,MED-4976 | MED-1601 | MED-5131 | MED-5188 | MED-4353,MED-4470,
