split,method,action,qid,question,recall_at_5,mrr,ndcg_at_5,rewrite_cost,retrieval_calls,rewrite_tokens,reward,queries,top_docs,gold_docs
train,Vanilla BM25,bm25_keep,8818050291845026380,what does the number at the beginning of sesame street mean,1.0,1.0,1.0,0.0,1,11,1.5,what does the number at the beginning of sesame street mean,nq:8818050291845026380 | nq:-119638173687275454 | nq:-4482979425454794325 | nq:-4153891120088105846 | nq:-7837928303999170875,nq:8818050291845026380
train,Selective retrieval policy,bm25_keep,-6618086333609794035,what were the technological developments of the old stone age,1.0,1.0,1.0,0.0,1,10,1.5,what were the technological developments of the old stone age,nq:-6618086333609794035 | nq:-6485399290736921293 | nq:-546696194238868913 | nq:306074923032581824 | nq:3760975515527240258,nq:-6618086333609794035
train,Oracle retrieval action,bm25_keep,-6618086333609794035,what were the technological developments of the old stone age,1.0,1.0,1.0,0.0,1,10,1.5,what were the technological developments of the old stone age,nq:-6618086333609794035 | nq:-6485399290736921293 | nq:-546696194238868913 | nq:306074923032581824 | nq:3760975515527240258,nq:-6618086333609794035
train,Vanilla BM25,bm25_keep,-902355811969159600,defeat of the spanish armada by the british,1.0,1.0,1.0,0.0,1,8,1.5,defeat of the spanish armada by the british,nq:-902355811969159600 | nq:5922327498816543156 | nq:-1718174406566070967 | nq:-1762735185903280553 | nq:-9162096352847073847,nq:-902355811969159600
train,BM25 keyword,bm25_keyword,-902355811969159600,defeat of the spanish armada by the british,1.0,1.0,1.0,0.0,1,4,1.5,defeat spanish armada british,nq:-902355811969159600 | nq:5922327498816543156 | nq:-3875958317236683310 | nq:-1718174406566070967 | nq:-1762735185903280553,nq:-902355811969159600
train,Dense original,dense_keep,-902355811969159600,defeat of the spanish armada by the british,1.0,1.0,1.0,0.0,1,8,1.5,defeat of the spanish armada by the british,nq:-902355811969159600 | nq:-3875958317236683310 | nq:5922327498816543156 | nq:-4169784336298934515 | nq:-1718174406566070967,nq:-902355811969159600
train,Dense keyword,dense_keyword,-902355811969159600,defeat of the spanish armada by the british,1.0,1.0,1.0,0.0,1,4,1.5,defeat spanish armada british,nq:-902355811969159600 | nq:-3875958317236683310 | nq:5922327498816543156 | nq:-1718174406566070967 | nq:-4169784336298934515,nq:-902355811969159600
train,Hybrid original,hybrid_keep,-902355811969159600,defeat of the spanish armada by the british,1.0,1.0,1.0,0.03,2,8,1.47,defeat of the spanish armada by the british,nq:-902355811969159600 | nq:5922327498816543156 | nq:-1718174406566070967 | nq:-3875958317236683310 | nq:-1762735185903280553,nq:-902355811969159600
train,Hybrid keyword,hybrid_keyword,-902355811969159600,defeat of the spanish armada by the british,1.0,1.0,1.0,0.03,2,4,1.47,defeat spanish armada british,nq:-902355811969159600 | nq:-3875958317236683310 | nq:5922327498816543156 | nq:-1718174406566070967 | nq:-1762735185903280553,nq:-902355811969159600
train,Train-best retrieval action,dense_keep,-902355811969159600,defeat of the spanish armada by the british,1.0,1.0,1.0,0.0,1,8,1.5,defeat of the spanish armada by the british,nq:-902355811969159600 | nq:-3875958317236683310 | nq:5922327498816543156 | nq:-4169784336298934515 | nq:-1718174406566070967,nq:-902355811969159600
train,Selective retrieval policy,bm25_keep,-902355811969159600,defeat of the spanish armada by the british,1.0,1.0,1.0,0.0,1,8,1.5,defeat of the spanish armada by the british,nq:-902355811969159600 | nq:5922327498816543156 | nq:-1718174406566070967 | nq:-1762735185903280553 | nq:-9162096352847073847,nq:-902355811969159600
train,Oracle retrieval action,bm25_keep,-902355811969159600,defeat of the spanish armada by the british,1.0,1.0,1.0,0.0,1,8,1.5,defeat of the spanish armada by the british,nq:-902355811969159600 | nq:5922327498816543156 | nq:-1718174406566070967 | nq:-1762735185903280553 | nq:-9162096352847073847,nq:-902355811969159600
train,Vanilla BM25,bm25_keep,-830889367883154000,youtube phil collins don't lose my number,1.0,1.0,1.0,0.0,1,7,1.5,youtube phil collins don't lose my number,nq:-830889367883154000 | nq:-5930016277857501798 | nq:3374568953386327339 | nq:-4907737409043643902 | nq:6736169725031951744,nq:-830889367883154000
train,BM25 keyword,bm25_keyword,-830889367883154000,youtube phil collins don't lose my number,1.0,1.0,1.0,0.0,1,8,1.5,youtube phil collins don t lose my number,nq:-830889367883154000 | nq:-5930016277857501798 | nq:3374568953386327339 | nq:-4907737409043643902 | nq:6736169725031951744,nq:-830889367883154000
train,Dense original,dense_keep,-830889367883154000,youtube phil collins don't lose my number,1.0,1.0,1.0,0.0,1,7,1.5,youtube phil collins don't lose my number,nq:-830889367883154000 | nq:8174037572148648768 | nq:6264871653806230890 | nq:-5930016277857501798 | nq:2374750245195224966,nq:-830889367883154000
train,Dense keyword,dense_keyword,-830889367883154000,youtube phil collins don't lose my number,1.0,1.0,1.0,0.0,1,8,1.5,youtube phil collins don t lose my number,nq:-830889367883154000 | nq:8174037572148648768 | nq:6264871653806230890 | nq:-5930016277857501798 | nq:3147312731957254507,nq:-830889367883154000
train,Hybrid original,hybrid_keep,-830889367883154000,youtube phil collins don't lose my number,1.0,1.0,1.0,0.03,2,7,1.47,youtube phil collins don't lose my number,nq:-830889367883154000 | nq:-5930016277857501798 | nq:8174037572148648768 | nq:3374568953386327339 | nq:6264871653806230890,nq:-830889367883154000
train,Hybrid keyword,hybrid_keyword,-830889367883154000,youtube phil collins don't lose my number,1.0,1.0,1.0,0.03,2,8,1.47,youtube phil collins don t lose my number,nq:-830889367883154000 | nq:-5930016277857501798 | nq:8174037572148648768 | nq:3374568953386327339 | nq:6264871653806230890,nq:-830889367883154000
train,Train-best retrieval action,dense_keep,-830889367883154000,youtube phil collins don't lose my number,1.0,1.0,1.0,0.0,1,7,1.5,youtube phil collins don't lose my number,nq:-830889367883154000 | nq:8174037572148648768 | nq:6264871653806230890 | nq:-5930016277857501798 | nq:2374750245195224966,nq:-830889367883154000
train,Selective retrieval policy,dense_keyword,-830889367883154000,youtube phil collins don't lose my number,1.0,1.0,1.0,0.0,1,8,1.5,youtube phil collins don t lose my number,nq:-830889367883154000 | nq:8174037572148648768 | nq:6264871653806230890 | nq:-5930016277857501798 | nq:3147312731957254507,nq:-830889367883154000
train,Oracle retrieval action,bm25_keep,-830889367883154000,youtube phil collins don't lose my number,1.0,1.0,1.0,0.0,1,7,1.5,youtube phil collins don't lose my number,nq:-830889367883154000 | nq:-5930016277857501798 | nq:3374568953386327339 | nq:-4907737409043643902 | nq:6736169725031951744,nq:-830889367883154000
train,Vanilla BM25,bm25_keep,-7520682400646360503,what is the meaning of the name gomez,1.0,1.0,1.0,0.0,1,8,1.5,what is the meaning of the name gomez,nq:-7520682400646360503 | nq:7714886640662001831 | nq:2374750245195224966 | nq:6558406970363500511 | nq:5684766297191349827,nq:-7520682400646360503
train,BM25 keyword,bm25_keyword,-7520682400646360503,what is the meaning of the name gomez,1.0,1.0,1.0,0.0,1,3,1.5,meaning name gomez,nq:-7520682400646360503 | nq:7714886640662001831 | nq:-4752044886865067782 | nq:-1014091045618911654 | nq:6558406970363500511,nq:-7520682400646360503
train,Dense original,dense_keep,-7520682400646360503,what is the meaning of the name gomez,1.0,1.0,1.0,0.0,1,8,1.5,what is the meaning of the name gomez,nq:-7520682400646360503 | nq:5721484771051022882 | nq:6961467809335029753 | nq:7714886640662001831 | nq:8159962567410358908,nq:-7520682400646360503
train,Dense keyword,dense_keyword,-7520682400646360503,what is the meaning of the name gomez,1.0,1.0,1.0,0.0,1,3,1.5,meaning name gomez,nq:-7520682400646360503 | nq:5721484771051022882 | nq:7714886640662001831 | nq:6961467809335029753 | nq:8159962567410358908,nq:-7520682400646360503
train,Hybrid original,hybrid_keep,-7520682400646360503,what is the meaning of the name gomez,1.0,1.0,1.0,0.03,2,8,1.47,what is the meaning of the name gomez,nq:-7520682400646360503 | nq:7714886640662001831 | nq:5721484771051022882 | nq:2374750245195224966 | nq:6961467809335029753,nq:-7520682400646360503
train,Hybrid keyword,hybrid_keyword,-7520682400646360503,what is the meaning of the name gomez,1.0,1.0,1.0,0.03,2,3,1.47,meaning name gomez,nq:-7520682400646360503 | nq:7714886640662001831 | nq:5721484771051022882 | nq:-4752044886865067782 | nq:-1014091045618911654,nq:-7520682400646360503
train,Train-best retrieval action,dense_keep,-7520682400646360503,what is the meaning of the name gomez,1.0,1.0,1.0,0.0,1,8,1.5,what is the meaning of the name gomez,nq:-7520682400646360503 | nq:5721484771051022882 | nq:6961467809335029753 | nq:7714886640662001831 | nq:8159962567410358908,nq:-7520682400646360503
train,Selective retrieval policy,dense_keep,-7520682400646360503,what is the meaning of the name gomez,1.0,1.0,1.0,0.0,1,8,1.5,what is the meaning of the name gomez,nq:-7520682400646360503 | nq:5721484771051022882 | nq:6961467809335029753 | nq:7714886640662001831 | nq:8159962567410358908,nq:-7520682400646360503
train,Oracle retrieval action,bm25_keep,-7520682400646360503,what is the meaning of the name gomez,1.0,1.0,1.0,0.0,1,8,1.5,what is the meaning of the name gomez,nq:-7520682400646360503 | nq:7714886640662001831 | nq:2374750245195224966 | nq:6558406970363500511 | nq:5684766297191349827,nq:-7520682400646360503
train,Vanilla BM25,bm25_keep,5922327498816543156,who was the commander of the war of 1812,1.0,1.0,1.0,0.0,1,9,1.5,who was the commander of the war of 1812,nq:5922327498816543156 | nq:-1591045039186403819 | nq:-902355811969159600 | nq:2943048018320429657 | nq:3161776598162050484,nq:5922327498816543156
train,BM25 keyword,bm25_keyword,5922327498816543156,who was the commander of the war of 1812,1.0,1.0,1.0,0.0,1,3,1.5,commander war 1812,nq:5922327498816543156 | nq:-902355811969159600 | nq:-1591045039186403819 | nq:1560261279486353160 | nq:2051617393389245304,nq:5922327498816543156
train,Dense original,dense_keep,5922327498816543156,who was the commander of the war of 1812,1.0,1.0,1.0,0.0,1,9,1.5,who was the commander of the war of 1812,nq:5922327498816543156 | nq:-6719831189568463411 | nq:-902355811969159600 | nq:-6076914609231121943 | nq:9157704670468415290,nq:5922327498816543156
train,Dense keyword,dense_keyword,5922327498816543156,who was the commander of the war of 1812,1.0,1.0,1.0,0.0,1,3,1.5,commander war 1812,nq:5922327498816543156 | nq:-902355811969159600 | nq:-6719831189568463411 | nq:-8489349464896514022 | nq:-4639110237893975393,nq:5922327498816543156
train,Hybrid original,hybrid_keep,5922327498816543156,who was the commander of the war of 1812,1.0,1.0,1.0,0.03,2,9,1.47,who was the commander of the war of 1812,nq:5922327498816543156 | nq:-902355811969159600 | nq:-1591045039186403819 | nq:-6719831189568463411 | nq:-6076914609231121943,nq:5922327498816543156
train,Hybrid keyword,hybrid_keyword,5922327498816543156,who was the commander of the war of 1812,1.0,1.0,1.0,0.03,2,3,1.47,commander war 1812,nq:5922327498816543156 | nq:-902355811969159600 | nq:-1591045039186403819 | nq:-6719831189568463411 | nq:-8489349464896514022,nq:5922327498816543156
train,Train-best retrieval action,dense_keep,5922327498816543156,who was the commander of the war of 1812,1.0,1.0,1.0,0.0,1,9,1.5,who was the commander of the war of 1812,nq:5922327498816543156 | nq:-6719831189568463411 | nq:-902355811969159600 | nq:-6076914609231121943 | nq:9157704670468415290,nq:5922327498816543156
train,Selective retrieval policy,bm25_keep,5922327498816543156,who was the commander of the war of 1812,1.0,1.0,1.0,0.0,1,9,1.5,who was the commander of the war of 1812,nq:5922327498816543156 | nq:-1591045039186403819 | nq:-902355811969159600 | nq:2943048018320429657 | nq:3161776598162050484,nq:5922327498816543156
train,Oracle retrieval action,bm25_keep,5922327498816543156,who was the commander of the war of 1812,1.0,1.0,1.0,0.0,1,9,1.5,who was the commander of the war of 1812,nq:5922327498816543156 | nq:-1591045039186403819 | nq:-902355811969159600 | nq:2943048018320429657 | nq:3161776598162050484,nq:5922327498816543156
train,Vanilla BM25,bm25_keep,3044095641568178082,where is the national championship for college football played,1.0,1.0,1.0,0.0,1,9,1.5,where is the national championship for college football played,nq:3044095641568178082 | nq:-4187551720360968088 | nq:5262336130893308488 | nq:5262117656875370095 | nq:512270438779129035,nq:3044095641568178082
train,BM25 keyword,bm25_keyword,3044095641568178082,where is the national championship for college football played,1.0,1.0,1.0,0.0,1,5,1.5,national championship college football played,nq:3044095641568178082 | nq:-4187551720360968088 | nq:5262117656875370095 | nq:810060125994185205 | nq:-1578435739686985671,nq:3044095641568178082
train,Dense original,dense_keep,3044095641568178082,where is the national championship for college football played,1.0,1.0,1.0,0.0,1,9,1.5,where is the national championship for college football played,nq:3044095641568178082 | nq:324988732948792930 | nq:810060125994185205 | nq:1712598136309612610 | nq:-1578435739686985671,nq:3044095641568178082
train,Dense keyword,dense_keyword,3044095641568178082,where is the national championship for college football played,1.0,1.0,1.0,0.0,1,5,1.5,national championship college football played,nq:3044095641568178082 | nq:324988732948792930 | nq:810060125994185205 | nq:-1578435739686985671 | nq:1712598136309612610,nq:3044095641568178082
train,Hybrid original,hybrid_keep,3044095641568178082,where is the national championship for college football played,1.0,1.0,1.0,0.03,2,9,1.47,where is the national championship for college football played,nq:3044095641568178082 | nq:-4187551720360968088 | nq:324988732948792930 | nq:5262336130893308488 | nq:810060125994185205,nq:3044095641568178082
train,Hybrid keyword,hybrid_keyword,3044095641568178082,where is the national championship for college football played,1.0,1.0,1.0,0.03,2,5,1.47,national championship college football played,nq:3044095641568178082 | nq:810060125994185205 | nq:-4187551720360968088 | nq:324988732948792930 | nq:-1578435739686985671,nq:3044095641568178082
train,Train-best retrieval action,dense_keep,3044095641568178082,where is the national championship for college football played,1.0,1.0,1.0,0.0,1,9,1.5,where is the national championship for college football played,nq:3044095641568178082 | nq:324988732948792930 | nq:810060125994185205 | nq:1712598136309612610 | nq:-1578435739686985671,nq:3044095641568178082
train,Selective retrieval policy,bm25_keep,3044095641568178082,where is the national championship for college football played,1.0,1.0,1.0,0.0,1,9,1.5,where is the national championship for college football played,nq:3044095641568178082 | nq:-4187551720360968088 | nq:5262336130893308488 | nq:5262117656875370095 | nq:512270438779129035,nq:3044095641568178082
train,Oracle retrieval action,bm25_keep,3044095641568178082,where is the national championship for college football played,1.0,1.0,1.0,0.0,1,9,1.5,where is the national championship for college football played,nq:3044095641568178082 | nq:-4187551720360968088 | nq:5262336130893308488 | nq:5262117656875370095 | nq:512270438779129035,nq:3044095641568178082
train,Vanilla BM25,bm25_keep,-2584302107455920806,where can oxygen be found in the world,1.0,1.0,1.0,0.0,1,8,1.5,where can oxygen be found in the world,nq:-2584302107455920806 | nq:1541249210482822392 | nq:982203609098316932 | nq:-3453865467581075760 | nq:2324745743680584211,nq:-2584302107455920806
train,BM25 keyword,bm25_keyword,-2584302107455920806,where can oxygen be found in the world,1.0,1.0,1.0,0.0,1,4,1.5,can oxygen found world,nq:-2584302107455920806 | nq:1541249210482822392 | nq:982203609098316932 | nq:-3453865467581075760 | nq:-4907737409043643902,nq:-2584302107455920806
train,Dense original,dense_keep,-2584302107455920806,where can oxygen be found in the world,1.0,1.0,1.0,0.0,1,8,1.5,where can oxygen be found in the world,nq:-2584302107455920806 | nq:1905560995985348796 | nq:-1886758056229796497 | nq:-5595608492146677358 | nq:2044173796998267302,nq:-2584302107455920806
train,Dense keyword,dense_keyword,-2584302107455920806,where can oxygen be found in the world,1.0,1.0,1.0,0.0,1,4,1.5,can oxygen found world,nq:-2584302107455920806 | nq:1905560995985348796 | nq:5299445249075474807 | nq:-8074993547733090370 | nq:3860011458309154397,nq:-2584302107455920806
train,Hybrid original,hybrid_keep,-2584302107455920806,where can oxygen be found in the world,1.0,1.0,1.0,0.03,2,8,1.47,where can oxygen be found in the world,nq:-2584302107455920806 | nq:1541249210482822392 | nq:1905560995985348796 | nq:-1886758056229796497 | nq:982203609098316932,nq:-2584302107455920806
train,Hybrid keyword,hybrid_keyword,-2584302107455920806,where can oxygen be found in the world,1.0,1.0,1.0,0.03,2,4,1.47,can oxygen found world,nq:-2584302107455920806 | nq:1541249210482822392 | nq:1905560995985348796 | nq:5299445249075474807 | nq:982203609098316932,nq:-2584302107455920806
train,Train-best retrieval action,dense_keep,-2584302107455920806,where can oxygen be found in the world,1.0,1.0,1.0,0.0,1,8,1.5,where can oxygen be found in the world,nq:-2584302107455920806 | nq:1905560995985348796 | nq:-1886758056229796497 | nq:-5595608492146677358 | nq:2044173796998267302,nq:-2584302107455920806
train,Selective retrieval policy,dense_keep,-2584302107455920806,where can oxygen be found in the world,1.0,1.0,1.0,0.0,1,8,1.5,where can oxygen be found in the world,nq:-2584302107455920806 | nq:1905560995985348796 | nq:-1886758056229796497 | nq:-5595608492146677358 | nq:2044173796998267302,nq:-2584302107455920806
train,Oracle retrieval action,bm25_keep,-2584302107455920806,where can oxygen be found in the world,1.0,1.0,1.0,0.0,1,8,1.5,where can oxygen be found in the world,nq:-2584302107455920806 | nq:1541249210482822392 | nq:982203609098316932 | nq:-3453865467581075760 | nq:2324745743680584211,nq:-2584302107455920806
train,Vanilla BM25,bm25_keep,-2446865335924530326,what is windows defender and what does it do,1.0,1.0,1.0,0.0,1,9,1.5,what is windows defender and what does it do,nq:-2446865335924530326 | nq:5062184728482203596 | nq:5684766297191349827 | nq:1094605401535756550 | nq:-1268179953831754266,nq:-2446865335924530326
train,BM25 keyword,bm25_keyword,-2446865335924530326,what is windows defender and what does it do,1.0,1.0,1.0,0.0,1,2,1.5,windows defender,nq:-2446865335924530326 | nq:1094605401535756550 | nq:3246307161463865079 | nq:7293500350848486415 | nq:-5117382453861077400,nq:-2446865335924530326
train,Dense original,dense_keep,-2446865335924530326,what is windows defender and what does it do,1.0,1.0,1.0,0.0,1,9,1.5,what is windows defender and what does it do,nq:-2446865335924530326 | nq:1094605401535756550 | nq:935418947813312284 | nq:5860639113441706536 | nq:-9162096352847073847,nq:-2446865335924530326
train,Dense keyword,dense_keyword,-2446865335924530326,what is windows defender and what does it do,1.0,1.0,1.0,0.0,1,2,1.5,windows defender,nq:-2446865335924530326 | nq:5860639113441706536 | nq:935418947813312284 | nq:-5735569635564145077 | nq:-9162096352847073847,nq:-2446865335924530326
train,Hybrid original,hybrid_keep,-2446865335924530326,what is windows defender and what does it do,1.0,1.0,1.0,0.03,2,9,1.47,what is windows defender and what does it do,nq:-2446865335924530326 | nq:1094605401535756550 | nq:5062184728482203596 | nq:5684766297191349827 | nq:935418947813312284,nq:-2446865335924530326
train,Hybrid keyword,hybrid_keyword,-2446865335924530326,what is windows defender and what does it do,1.0,1.0,1.0,0.03,2,2,1.47,windows defender,nq:-2446865335924530326 | nq:1094605401535756550 | nq:5860639113441706536 | nq:3246307161463865079 | nq:935418947813312284,nq:-2446865335924530326
train,Train-best retrieval action,dense_keep,-2446865335924530326,what is windows defender and what does it do,1.0,1.0,1.0,0.0,1,9,1.5,what is windows defender and what does it do,nq:-2446865335924530326 | nq:1094605401535756550 | nq:935418947813312284 | nq:5860639113441706536 | nq:-9162096352847073847,nq:-2446865335924530326
train,Selective retrieval policy,bm25_keep,-2446865335924530326,what is windows defender and what does it do,1.0,1.0,1.0,0.0,1,9,1.5,what is windows defender and what does it do,nq:-2446865335924530326 | nq:5062184728482203596 | nq:5684766297191349827 | nq:1094605401535756550 | nq:-1268179953831754266,nq:-2446865335924530326
train,Oracle retrieval action,bm25_keep,-2446865335924530326,what is windows defender and what does it do,1.0,1.0,1.0,0.0,1,9,1.5,what is windows defender and what does it do,nq:-2446865335924530326 | nq:5062184728482203596 | nq:5684766297191349827 | nq:1094605401535756550 | nq:-1268179953831754266,nq:-2446865335924530326
train,Vanilla BM25,bm25_keep,2051617393389245304,how many models are there in iphone 6,1.0,1.0,1.0,0.0,1,8,1.5,how many models are there in iphone 6,nq:2051617393389245304 | nq:818002923934435137 | nq:-6944975865006468886 | nq:9206631954896801929 | nq:-4924466281718552784,nq:2051617393389245304
train,BM25 keyword,bm25_keyword,2051617393389245304,how many models are there in iphone 6,1.0,1.0,1.0,0.0,1,5,1.5,many models there iphone 6,nq:2051617393389245304 | nq:818002923934435137 | nq:9206631954896801929 | nq:-6944975865006468886 | nq:-4924466281718552784,nq:2051617393389245304
train,Dense original,dense_keep,2051617393389245304,how many models are there in iphone 6,1.0,1.0,1.0,0.0,1,8,1.5,how many models are there in iphone 6,nq:2051617393389245304 | nq:-6944975865006468886 | nq:-5548201381317088445 | nq:2112011235189339436 | nq:-4723713582700509339,nq:2051617393389245304
train,Dense keyword,dense_keyword,2051617393389245304,how many models are there in iphone 6,1.0,1.0,1.0,0.0,1,5,1.5,many models there iphone 6,nq:2051617393389245304 | nq:-5548201381317088445 | nq:692757468233209793 | nq:1092503733408536008 | nq:1537244195687008584,nq:2051617393389245304
train,Hybrid original,hybrid_keep,2051617393389245304,how many models are there in iphone 6,1.0,1.0,1.0,0.03,2,8,1.47,how many models are there in iphone 6,nq:2051617393389245304 | nq:-6944975865006468886 | nq:818002923934435137 | nq:-5548201381317088445 | nq:2112011235189339436,nq:2051617393389245304
train,Hybrid keyword,hybrid_keyword,2051617393389245304,how many models are there in iphone 6,1.0,1.0,1.0,0.03,2,5,1.47,many models there iphone 6,nq:2051617393389245304 | nq:-5548201381317088445 | nq:818002923934435137 | nq:692757468233209793 | nq:9206631954896801929,nq:2051617393389245304
train,Train-best retrieval action,dense_keep,2051617393389245304,how many models are there in iphone 6,1.0,1.0,1.0,0.0,1,8,1.5,how many models are there in iphone 6,nq:2051617393389245304 | nq:-6944975865006468886 | nq:-5548201381317088445 | nq:2112011235189339436 | nq:-4723713582700509339,nq:2051617393389245304
train,Selective retrieval policy,dense_keyword,2051617393389245304,how many models are there in iphone 6,1.0,1.0,1.0,0.0,1,5,1.5,many models there iphone 6,nq:2051617393389245304 | nq:-5548201381317088445 | nq:692757468233209793 | nq:1092503733408536008 | nq:1537244195687008584,nq:2051617393389245304
train,Oracle retrieval action,bm25_keep,2051617393389245304,how many models are there in iphone 6,1.0,1.0,1.0,0.0,1,8,1.5,how many models are there in iphone 6,nq:2051617393389245304 | nq:818002923934435137 | nq:-6944975865006468886 | nq:9206631954896801929 | nq:-4924466281718552784,nq:2051617393389245304
train,Vanilla BM25,bm25_keep,-2991495048708668233,when was the last time the world series went less than 7 games,1.0,0.3333333333333333,0.5,0.0,1,13,1.1666666666666667,when was the last time the world series went less than 7 games,nq:3933917703167660948 | nq:-3741918003226406702 | nq:-2991495048708668233 | nq:3860011458309154397 | nq:6003961968976040361,nq:-2991495048708668233
train,BM25 keyword,bm25_keyword,-2991495048708668233,when was the last time the world series went less than 7 games,1.0,0.3333333333333333,0.5,0.0,1,9,1.1666666666666667,last time world series went less than 7 games,nq:3933917703167660948 | nq:-3741918003226406702 | nq:-2991495048708668233 | nq:-4187551720360968088 | nq:5062184728482203596,nq:-2991495048708668233
train,Dense original,dense_keep,-2991495048708668233,when was the last time the world series went less than 7 games,1.0,1.0,1.0,0.0,1,13,1.5,when was the last time the world series went less than 7 games,nq:-2991495048708668233 | nq:3860011458309154397 | nq:-3741918003226406702 | nq:7680180825510539122 | nq:3933917703167660948,nq:-2991495048708668233
train,Dense keyword,dense_keyword,-2991495048708668233,when was the last time the world series went less than 7 games,1.0,1.0,1.0,0.0,1,9,1.5,last time world series went less than 7 games,nq:-2991495048708668233 | nq:3860011458309154397 | nq:-3741918003226406702 | nq:-219343909406145028 | nq:3933917703167660948,nq:-2991495048708668233
train,Hybrid original,hybrid_keep,-2991495048708668233,when was the last time the world series went less than 7 games,1.0,1.0,1.0,0.03,2,13,1.47,when was the last time the world series went less than 7 games,nq:-2991495048708668233 | nq:3933917703167660948 | nq:-3741918003226406702 | nq:3860011458309154397 | nq:7680180825510539122,nq:-2991495048708668233
train,Hybrid keyword,hybrid_keyword,-2991495048708668233,when was the last time the world series went less than 7 games,1.0,1.0,1.0,0.03,2,9,1.47,last time world series went less than 7 games,nq:-2991495048708668233 | nq:3933917703167660948 | nq:-3741918003226406702 | nq:3860011458309154397 | nq:-219343909406145028,nq:-2991495048708668233
train,Train-best retrieval action,dense_keep,-2991495048708668233,when was the last time the world series went less than 7 games,1.0,1.0,1.0,0.0,1,13,1.5,when was the last time the world series went less than 7 games,nq:-2991495048708668233 | nq:3860011458309154397 | nq:-3741918003226406702 | nq:7680180825510539122 | nq:3933917703167660948,nq:-2991495048708668233
train,Selective retrieval policy,dense_keep,-2991495048708668233,when was the last time the world series went less than 7 games,1.0,1.0,1.0,0.0,1,13,1.5,when was the last time the world series went less than 7 games,nq:-2991495048708668233 | nq:3860011458309154397 | nq:-3741918003226406702 | nq:7680180825510539122 | nq:3933917703167660948,nq:-2991495048708668233
train,Oracle retrieval action,dense_keep,-2991495048708668233,when was the last time the world series went less than 7 games,1.0,1.0,1.0,0.0,1,13,1.5,when was the last time the world series went less than 7 games,nq:-2991495048708668233 | nq:3860011458309154397 | nq:-3741918003226406702 | nq:7680180825510539122 | nq:3933917703167660948,nq:-2991495048708668233
train,Vanilla BM25,bm25_keep,-3129873875789425845,right to property according to the constitution of india is a,1.0,0.5,0.6309297535714575,0.0,1,11,1.25,right to property according to the constitution of india is a,nq:935418947813312284 | nq:-3129873875789425845 | nq:-8390473838502496745 | nq:-7930247987013374697 | nq:-8903988813834373430,nq:-3129873875789425845
train,BM25 keyword,bm25_keyword,-3129873875789425845,right to property according to the constitution of india is a,1.0,1.0,1.0,0.0,1,5,1.5,right property according constitution india,nq:-3129873875789425845 | nq:935418947813312284 | nq:-7930247987013374697 | nq:-8390473838502496745 | nq:1489923329008174606,nq:-3129873875789425845
train,Dense original,dense_keep,-3129873875789425845,right to property according to the constitution of india is a,1.0,1.0,1.0,0.0,1,11,1.5,right to property according to the constitution of india is a,nq:-3129873875789425845 | nq:935418947813312284 | nq:1489923329008174606 | nq:-8390473838502496745 | nq:-4355417178001938677,nq:-3129873875789425845
train,Dense keyword,dense_keyword,-3129873875789425845,right to property according to the constitution of india is a,1.0,1.0,1.0,0.0,1,5,1.5,right property according constitution india,nq:-3129873875789425845 | nq:1489923329008174606 | nq:935418947813312284 | nq:-8390473838502496745 | nq:-7930247987013374697,nq:-3129873875789425845
train,Hybrid original,hybrid_keep,-3129873875789425845,right to property according to the constitution of india is a,1.0,1.0,1.0,0.03,2,11,1.47,right to property according to the constitution of india is a,nq:-3129873875789425845 | nq:935418947813312284 | nq:-8390473838502496745 | nq:1489923329008174606 | nq:-7930247987013374697,nq:-3129873875789425845
train,Hybrid keyword,hybrid_keyword,-3129873875789425845,right to property according to the constitution of india is a,1.0,1.0,1.0,0.03,2,5,1.47,right property according constitution india,nq:-3129873875789425845 | nq:935418947813312284 | nq:1489923329008174606 | nq:-7930247987013374697 | nq:-8390473838502496745,nq:-3129873875789425845
train,Train-best retrieval action,dense_keep,-3129873875789425845,right to property according to the constitution of india is a,1.0,1.0,1.0,0.0,1,11,1.5,right to property according to the constitution of india is a,nq:-3129873875789425845 | nq:935418947813312284 | nq:1489923329008174606 | nq:-8390473838502496745 | nq:-4355417178001938677,nq:-3129873875789425845
train,Selective retrieval policy,dense_keep,-3129873875789425845,right to property according to the constitution of india is a,1.0,1.0,1.0,0.0,1,11,1.5,right to property according to the constitution of india is a,nq:-3129873875789425845 | nq:935418947813312284 | nq:1489923329008174606 | nq:-8390473838502496745 | nq:-4355417178001938677,nq:-3129873875789425845
train,Oracle retrieval action,bm25_keyword,-3129873875789425845,right to property according to the constitution of india is a,1.0,1.0,1.0,0.0,1,5,1.5,right property according constitution india,nq:-3129873875789425845 | nq:935418947813312284 | nq:-7930247987013374697 | nq:-8390473838502496745 | nq:1489923329008174606,nq:-3129873875789425845
train,Vanilla BM25,bm25_keep,-6719831189568463411,did the bush family own a baseball team,1.0,1.0,1.0,0.0,1,8,1.5,did the bush family own a baseball team,nq:-6719831189568463411 | nq:-2528164310441623185 | nq:6572568689091749101 | nq:-2209109666131627285 | nq:-8679439398721195447,nq:-6719831189568463411
