dataset,split,qid,question,gold_answer,retrieval_method,retrieval_action,reader,predicted_answer,reader_score,reader_passage_id,exact_match,f1,recall_at_5,mrr,ndcg_at_5,retrieval_calls,retrieval_reward,top_docs,gold_docs,missing_doc_count,claim_scope
hotpot,test,5a77aa8655429949eeb29f22,"What cast member of Flashbacks of a Fool was educated at Bryanston School in Blandford, Dorset?",Emilia Fox,Vanilla BM25,bm25_keep,lexical,"She was educated at Bryanston School in Blandford, Dorset.",0.5555555555555556,Emilia Fox,0.0,0.0,1.0,1.0,1.0,1.0,1.5,Flashbacks of a Fool | Emilia Fox | Blandford United F.C. | John Pearce (handballer) | Bryanston,Emilia Fox | Flashbacks of a Fool,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ae3b1ba5542992f92d82343,Which university did the third pick by the Philadelphia 76ers in the 2014 NBA draft attend before he was drafted?,University of Kansas,Vanilla BM25,bm25_keep,span,After,0.7272727272727273,Joel Embiid,0.0,0.0,0.5,0.5,0.3868528072345416,1.0,0.75,Ben Simmons | Joel Embiid | Glenn Robinson III | 1976 NBA draft | 1973 NBA draft,2015–16 Philadelphia 76ers season | Joel Embiid,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ae3b1ba5542992f92d82343,Which university did the third pick by the Philadelphia 76ers in the 2014 NBA draft attend before he was drafted?,University of Kansas,Vanilla BM25,bm25_keep,answer_type,After,0.7272727272727273,Joel Embiid,0.0,0.0,0.5,0.5,0.3868528072345416,1.0,0.75,Ben Simmons | Joel Embiid | Glenn Robinson III | 1976 NBA draft | 1973 NBA draft,2015–16 Philadelphia 76ers season | Joel Embiid,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ae3b1ba5542992f92d82343,Which university did the third pick by the Philadelphia 76ers in the 2014 NBA draft attend before he was drafted?,University of Kansas,Train-best retrieval action,hybrid_keyword,lexical,"After one year of college basketball at the University of Kansas, he was drafted with the third overall pick in the 2014 NBA draft by the 76ers.",0.7272727272727273,Joel Embiid,0.0,0.23076923076923078,0.5,0.2,0.2371977127692962,2.0,0.57,Ben Simmons | 1973 NBA draft | 1976 NBA draft | 2016–17 Philadelphia 76ers season | Joel Embiid,2015–16 Philadelphia 76ers season | Joel Embiid,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ae3b1ba5542992f92d82343,Which university did the third pick by the Philadelphia 76ers in the 2014 NBA draft attend before he was drafted?,University of Kansas,Train-best retrieval action,hybrid_keyword,span,After,0.7272727272727273,Joel Embiid,0.0,0.0,0.5,0.2,0.2371977127692962,2.0,0.57,Ben Simmons | 1973 NBA draft | 1976 NBA draft | 2016–17 Philadelphia 76ers season | Joel Embiid,2015–16 Philadelphia 76ers season | Joel Embiid,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ae3b1ba5542992f92d82343,Which university did the third pick by the Philadelphia 76ers in the 2014 NBA draft attend before he was drafted?,University of Kansas,Train-best retrieval action,hybrid_keyword,answer_type,After,0.7272727272727273,Joel Embiid,0.0,0.0,0.5,0.2,0.2371977127692962,2.0,0.57,Ben Simmons | 1973 NBA draft | 1976 NBA draft | 2016–17 Philadelphia 76ers season | Joel Embiid,2015–16 Philadelphia 76ers season | Joel Embiid,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ae3b1ba5542992f92d82343,Which university did the third pick by the Philadelphia 76ers in the 2014 NBA draft attend before he was drafted?,University of Kansas,Selective retrieval policy,bm25_keep,lexical,"After one year of college basketball at the University of Kansas, he was drafted with the third overall pick in the 2014 NBA draft by the 76ers.",0.7272727272727273,Joel Embiid,0.0,0.23076923076923078,0.5,0.5,0.3868528072345416,1.0,0.75,Ben Simmons | Joel Embiid | Glenn Robinson III | 1976 NBA draft | 1973 NBA draft,2015–16 Philadelphia 76ers season | Joel Embiid,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ae3b1ba5542992f92d82343,Which university did the third pick by the Philadelphia 76ers in the 2014 NBA draft attend before he was drafted?,University of Kansas,Selective retrieval policy,bm25_keep,span,After,0.7272727272727273,Joel Embiid,0.0,0.0,0.5,0.5,0.3868528072345416,1.0,0.75,Ben Simmons | Joel Embiid | Glenn Robinson III | 1976 NBA draft | 1973 NBA draft,2015–16 Philadelphia 76ers season | Joel Embiid,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ae3b1ba5542992f92d82343,Which university did the third pick by the Philadelphia 76ers in the 2014 NBA draft attend before he was drafted?,University of Kansas,Selective retrieval policy,bm25_keep,answer_type,After,0.7272727272727273,Joel Embiid,0.0,0.0,0.5,0.5,0.3868528072345416,1.0,0.75,Ben Simmons | Joel Embiid | Glenn Robinson III | 1976 NBA draft | 1973 NBA draft,2015–16 Philadelphia 76ers season | Joel Embiid,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5adfc8f45542992d7e9f93d0,What English rock band with Guy Garvey did Joe Duddell work with?,Elbow,Vanilla BM25,bm25_keep,lexical,"Elbow are an English rock band consisting of Guy Garvey (vocals, guitar), Craig Potter (keyboard, piano, backing vocals), Mark Potter (guitar, backing vocals) and Pete Turner (bass guitar, backing vocals).",0.625,Elbow (band),0.0,0.06666666666666667,1.0,1.0,0.8772153153380493,1.0,1.5,Joe Duddell | Zak Starkey | Guy Garvey | Elbow (band) | Natural History (I Am Kloot album),Elbow (band) | Joe Duddell,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5adfc8f45542992d7e9f93d0,What English rock band with Guy Garvey did Joe Duddell work with?,Elbow,Vanilla BM25,bm25_keep,span,Craig Potter,0.625,Elbow (band),0.0,0.0,1.0,1.0,0.8772153153380493,1.0,1.5,Joe Duddell | Zak Starkey | Guy Garvey | Elbow (band) | Natural History (I Am Kloot album),Elbow (band) | Joe Duddell,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5adfc8f45542992d7e9f93d0,What English rock band with Guy Garvey did Joe Duddell work with?,Elbow,Vanilla BM25,bm25_keep,answer_type,Craig Potter,0.625,Elbow (band),0.0,0.0,1.0,1.0,0.8772153153380493,1.0,1.5,Joe Duddell | Zak Starkey | Guy Garvey | Elbow (band) | Natural History (I Am Kloot album),Elbow (band) | Joe Duddell,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5adfc8f45542992d7e9f93d0,What English rock band with Guy Garvey did Joe Duddell work with?,Elbow,Train-best retrieval action,hybrid_keyword,lexical,"Elbow are an English rock band consisting of Guy Garvey (vocals, guitar), Craig Potter (keyboard, piano, backing vocals), Mark Potter (guitar, backing vocals) and Pete Turner (bass guitar, backing vocals).",0.625,Elbow (band),0.0,0.06666666666666667,1.0,1.0,0.9197207891481876,2.0,1.47,Joe Duddell | Guy Garvey | Elbow (band) | Natural History (I Am Kloot album) | Zak Starkey,Elbow (band) | Joe Duddell,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5adfc8f45542992d7e9f93d0,What English rock band with Guy Garvey did Joe Duddell work with?,Elbow,Train-best retrieval action,hybrid_keyword,span,Craig Potter,0.625,Elbow (band),0.0,0.0,1.0,1.0,0.9197207891481876,2.0,1.47,Joe Duddell | Guy Garvey | Elbow (band) | Natural History (I Am Kloot album) | Zak Starkey,Elbow (band) | Joe Duddell,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5adfc8f45542992d7e9f93d0,What English rock band with Guy Garvey did Joe Duddell work with?,Elbow,Train-best retrieval action,hybrid_keyword,answer_type,Craig Potter,0.625,Elbow (band),0.0,0.0,1.0,1.0,0.9197207891481876,2.0,1.47,Joe Duddell | Guy Garvey | Elbow (band) | Natural History (I Am Kloot album) | Zak Starkey,Elbow (band) | Joe Duddell,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5adfc8f45542992d7e9f93d0,What English rock band with Guy Garvey did Joe Duddell work with?,Elbow,Selective retrieval policy,bm25_keep,lexical,"Elbow are an English rock band consisting of Guy Garvey (vocals, guitar), Craig Potter (keyboard, piano, backing vocals), Mark Potter (guitar, backing vocals) and Pete Turner (bass guitar, backing vocals).",0.625,Elbow (band),0.0,0.06666666666666667,1.0,1.0,0.8772153153380493,1.0,1.5,Joe Duddell | Zak Starkey | Guy Garvey | Elbow (band) | Natural History (I Am Kloot album),Elbow (band) | Joe Duddell,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5adfc8f45542992d7e9f93d0,What English rock band with Guy Garvey did Joe Duddell work with?,Elbow,Selective retrieval policy,bm25_keep,span,Craig Potter,0.625,Elbow (band),0.0,0.0,1.0,1.0,0.8772153153380493,1.0,1.5,Joe Duddell | Zak Starkey | Guy Garvey | Elbow (band) | Natural History (I Am Kloot album),Elbow (band) | Joe Duddell,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5adfc8f45542992d7e9f93d0,What English rock band with Guy Garvey did Joe Duddell work with?,Elbow,Selective retrieval policy,bm25_keep,answer_type,Craig Potter,0.625,Elbow (band),0.0,0.0,1.0,1.0,0.8772153153380493,1.0,1.5,Joe Duddell | Zak Starkey | Guy Garvey | Elbow (band) | Natural History (I Am Kloot album),Elbow (band) | Joe Duddell,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ab55e015542992aa134a2d3,The Hong Kong Museum of Coastal Defence is located on an island with a population of what?,"1,289,500",Vanilla BM25,bm25_keep,lexical,"The Hong Kong Museum of Coastal Defence () is a museum in Hong Kong, located in a former coastal defence fort overlooking the Lei Yue Mun channel, near Shau Kei Wan on Hong Kong Island.",0.875,Hong Kong Museum of Coastal Defence,0.0,0.0,1.0,1.0,1.0,1.0,1.5,Hong Kong Island | Hong Kong Museum of Coastal Defence | A Kung Ngam | Hong Kong Museum of Education | Hong Kong Museum of History,Hong Kong Island | Hong Kong Museum of Coastal Defence,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ab55e015542992aa134a2d3,The Hong Kong Museum of Coastal Defence is located on an island with a population of what?,"1,289,500",Vanilla BM25,bm25_keep,span,Lei Yue Mun,0.875,Hong Kong Museum of Coastal Defence,0.0,0.0,1.0,1.0,1.0,1.0,1.5,Hong Kong Island | Hong Kong Museum of Coastal Defence | A Kung Ngam | Hong Kong Museum of Education | Hong Kong Museum of History,Hong Kong Island | Hong Kong Museum of Coastal Defence,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ab55e015542992aa134a2d3,The Hong Kong Museum of Coastal Defence is located on an island with a population of what?,"1,289,500",Vanilla BM25,bm25_keep,answer_type,Lei Yue Mun,0.875,Hong Kong Museum of Coastal Defence,0.0,0.0,1.0,1.0,1.0,1.0,1.5,Hong Kong Island | Hong Kong Museum of Coastal Defence | A Kung Ngam | Hong Kong Museum of Education | Hong Kong Museum of History,Hong Kong Island | Hong Kong Museum of Coastal Defence,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ab55e015542992aa134a2d3,The Hong Kong Museum of Coastal Defence is located on an island with a population of what?,"1,289,500",Train-best retrieval action,hybrid_keyword,lexical,"The Hong Kong Museum of Coastal Defence () is a museum in Hong Kong, located in a former coastal defence fort overlooking the Lei Yue Mun channel, near Shau Kei Wan on Hong Kong Island.",0.875,Hong Kong Museum of Coastal Defence,0.0,0.0,1.0,1.0,1.0,2.0,1.47,Hong Kong Museum of Coastal Defence | Hong Kong Island | A Kung Ngam | Hong Kong Museum of Education | 32nd Army Corps (Ukraine),Hong Kong Island | Hong Kong Museum of Coastal Defence,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ab55e015542992aa134a2d3,The Hong Kong Museum of Coastal Defence is located on an island with a population of what?,"1,289,500",Train-best retrieval action,hybrid_keyword,span,Lei Yue Mun,0.875,Hong Kong Museum of Coastal Defence,0.0,0.0,1.0,1.0,1.0,2.0,1.47,Hong Kong Museum of Coastal Defence | Hong Kong Island | A Kung Ngam | Hong Kong Museum of Education | 32nd Army Corps (Ukraine),Hong Kong Island | Hong Kong Museum of Coastal Defence,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ab55e015542992aa134a2d3,The Hong Kong Museum of Coastal Defence is located on an island with a population of what?,"1,289,500",Train-best retrieval action,hybrid_keyword,answer_type,Lei Yue Mun,0.875,Hong Kong Museum of Coastal Defence,0.0,0.0,1.0,1.0,1.0,2.0,1.47,Hong Kong Museum of Coastal Defence | Hong Kong Island | A Kung Ngam | Hong Kong Museum of Education | 32nd Army Corps (Ukraine),Hong Kong Island | Hong Kong Museum of Coastal Defence,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ab55e015542992aa134a2d3,The Hong Kong Museum of Coastal Defence is located on an island with a population of what?,"1,289,500",Selective retrieval policy,bm25_keep,lexical,"The Hong Kong Museum of Coastal Defence () is a museum in Hong Kong, located in a former coastal defence fort overlooking the Lei Yue Mun channel, near Shau Kei Wan on Hong Kong Island.",0.875,Hong Kong Museum of Coastal Defence,0.0,0.0,1.0,1.0,1.0,1.0,1.5,Hong Kong Island | Hong Kong Museum of Coastal Defence | A Kung Ngam | Hong Kong Museum of Education | Hong Kong Museum of History,Hong Kong Island | Hong Kong Museum of Coastal Defence,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ab55e015542992aa134a2d3,The Hong Kong Museum of Coastal Defence is located on an island with a population of what?,"1,289,500",Selective retrieval policy,bm25_keep,span,Lei Yue Mun,0.875,Hong Kong Museum of Coastal Defence,0.0,0.0,1.0,1.0,1.0,1.0,1.5,Hong Kong Island | Hong Kong Museum of Coastal Defence | A Kung Ngam | Hong Kong Museum of Education | Hong Kong Museum of History,Hong Kong Island | Hong Kong Museum of Coastal Defence,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ab55e015542992aa134a2d3,The Hong Kong Museum of Coastal Defence is located on an island with a population of what?,"1,289,500",Selective retrieval policy,bm25_keep,answer_type,Lei Yue Mun,0.875,Hong Kong Museum of Coastal Defence,0.0,0.0,1.0,1.0,1.0,1.0,1.5,Hong Kong Island | Hong Kong Museum of Coastal Defence | A Kung Ngam | Hong Kong Museum of Education | Hong Kong Museum of History,Hong Kong Island | Hong Kong Museum of Coastal Defence,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ae7909f5542994a481bbda6,Which of the teams for which Colin Kolles is the former team principal and managing director was sold and renamed Force India at the end of the 2007?,Spyker F1,Vanilla BM25,bm25_keep,lexical,"Colin Kolles (born Călin Colesnic 13 December 1967 in Timişoara, Romania) is the former team principal and managing director of the Hispania Racing F1 Team, previously holding a similar position at the team known under the names Jordan, Midland, Spyker and Force India from 2005 to 2008.",0.6428571428571429,Colin Kolles,0.0,0.0909090909090909,1.0,1.0,1.0,1.0,1.5,Colin Kolles | Spyker F1 | Midland F1 Racing | ByKolles Racing | Toyota TF110,Colin Kolles | Spyker F1,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ae7909f5542994a481bbda6,Which of the teams for which Colin Kolles is the former team principal and managing director was sold and renamed Force India at the end of the 2007?,Spyker F1,Vanilla BM25,bm25_keep,span,Hispania Racing F1 Team,0.6428571428571429,Colin Kolles,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.5,Colin Kolles | Spyker F1 | Midland F1 Racing | ByKolles Racing | Toyota TF110,Colin Kolles | Spyker F1,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ae7909f5542994a481bbda6,Which of the teams for which Colin Kolles is the former team principal and managing director was sold and renamed Force India at the end of the 2007?,Spyker F1,Vanilla BM25,bm25_keep,answer_type,Hispania Racing F1 Team,0.6428571428571429,Colin Kolles,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.5,Colin Kolles | Spyker F1 | Midland F1 Racing | ByKolles Racing | Toyota TF110,Colin Kolles | Spyker F1,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ae7909f5542994a481bbda6,Which of the teams for which Colin Kolles is the former team principal and managing director was sold and renamed Force India at the end of the 2007?,Spyker F1,Train-best retrieval action,hybrid_keyword,lexical,"Colin Kolles (born Călin Colesnic 13 December 1967 in Timişoara, Romania) is the former team principal and managing director of the Hispania Racing F1 Team, previously holding a similar position at the team known under the names Jordan, Midland, Spyker and Force India from 2005 to 2008.",0.6428571428571429,Colin Kolles,0.0,0.0909090909090909,1.0,1.0,1.0,2.0,1.47,Colin Kolles | Spyker F1 | ByKolles Racing | Midland F1 Racing | Frédéric Vasseur,Colin Kolles | Spyker F1,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ae7909f5542994a481bbda6,Which of the teams for which Colin Kolles is the former team principal and managing director was sold and renamed Force India at the end of the 2007?,Spyker F1,Train-best retrieval action,hybrid_keyword,span,Hispania Racing F1 Team,0.6428571428571429,Colin Kolles,0.0,0.3333333333333333,1.0,1.0,1.0,2.0,1.47,Colin Kolles | Spyker F1 | ByKolles Racing | Midland F1 Racing | Frédéric Vasseur,Colin Kolles | Spyker F1,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ae7909f5542994a481bbda6,Which of the teams for which Colin Kolles is the former team principal and managing director was sold and renamed Force India at the end of the 2007?,Spyker F1,Train-best retrieval action,hybrid_keyword,answer_type,Hispania Racing F1 Team,0.6428571428571429,Colin Kolles,0.0,0.3333333333333333,1.0,1.0,1.0,2.0,1.47,Colin Kolles | Spyker F1 | ByKolles Racing | Midland F1 Racing | Frédéric Vasseur,Colin Kolles | Spyker F1,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ae7909f5542994a481bbda6,Which of the teams for which Colin Kolles is the former team principal and managing director was sold and renamed Force India at the end of the 2007?,Spyker F1,Selective retrieval policy,bm25_keep,lexical,"Colin Kolles (born Călin Colesnic 13 December 1967 in Timişoara, Romania) is the former team principal and managing director of the Hispania Racing F1 Team, previously holding a similar position at the team known under the names Jordan, Midland, Spyker and Force India from 2005 to 2008.",0.6428571428571429,Colin Kolles,0.0,0.0909090909090909,1.0,1.0,1.0,1.0,1.5,Colin Kolles | Spyker F1 | Midland F1 Racing | ByKolles Racing | Toyota TF110,Colin Kolles | Spyker F1,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ae7909f5542994a481bbda6,Which of the teams for which Colin Kolles is the former team principal and managing director was sold and renamed Force India at the end of the 2007?,Spyker F1,Selective retrieval policy,bm25_keep,span,Hispania Racing F1 Team,0.6428571428571429,Colin Kolles,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.5,Colin Kolles | Spyker F1 | Midland F1 Racing | ByKolles Racing | Toyota TF110,Colin Kolles | Spyker F1,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5ae7909f5542994a481bbda6,Which of the teams for which Colin Kolles is the former team principal and managing director was sold and renamed Force India at the end of the 2007?,Spyker F1,Selective retrieval policy,bm25_keep,answer_type,Hispania Racing F1 Team,0.6428571428571429,Colin Kolles,0.0,0.3333333333333333,1.0,1.0,1.0,1.0,1.5,Colin Kolles | Spyker F1 | Midland F1 Racing | ByKolles Racing | Toyota TF110,Colin Kolles | Spyker F1,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a88401c5542994846c1ce60,When was the conference the The 1998 West Virginia Mountaineers football team was part of  created?,1979,Vanilla BM25,bm25_keep,lexical,The 1998 West Virginia Mountaineers football team represented West Virginia University in the 1998 NCAA Division I-A football season.,0.6666666666666666,1998 West Virginia Mountaineers football team,0.0,0.0,0.5,1.0,0.6131471927654584,1.0,1.0,1998 West Virginia Mountaineers football team | Steve Dunlap | 1891 West Virginia Mountaineers football team | 2001 West Virginia Mountaineers football team | 2016 West Virginia Mountaineers football team,1998 West Virginia Mountaineers football team | Big East Conference (1979–2013),0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a88401c5542994846c1ce60,When was the conference the The 1998 West Virginia Mountaineers football team was part of  created?,1979,Vanilla BM25,bm25_keep,span,1998,0.6666666666666666,1998 West Virginia Mountaineers football team,0.0,0.0,0.5,1.0,0.6131471927654584,1.0,1.0,1998 West Virginia Mountaineers football team | Steve Dunlap | 1891 West Virginia Mountaineers football team | 2001 West Virginia Mountaineers football team | 2016 West Virginia Mountaineers football team,1998 West Virginia Mountaineers football team | Big East Conference (1979–2013),0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a88401c5542994846c1ce60,When was the conference the The 1998 West Virginia Mountaineers football team was part of  created?,1979,Vanilla BM25,bm25_keep,answer_type,1998,0.6666666666666666,1998 West Virginia Mountaineers football team,0.0,0.0,0.5,1.0,0.6131471927654584,1.0,1.0,1998 West Virginia Mountaineers football team | Steve Dunlap | 1891 West Virginia Mountaineers football team | 2001 West Virginia Mountaineers football team | 2016 West Virginia Mountaineers football team,1998 West Virginia Mountaineers football team | Big East Conference (1979–2013),0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a88401c5542994846c1ce60,When was the conference the The 1998 West Virginia Mountaineers football team was part of  created?,1979,Train-best retrieval action,hybrid_keyword,lexical,The 1998 West Virginia Mountaineers football team represented West Virginia University in the 1998 NCAA Division I-A football season.,0.6666666666666666,1998 West Virginia Mountaineers football team,0.0,0.0,0.5,1.0,0.6131471927654584,2.0,0.97,1998 West Virginia Mountaineers football team | 1919 West Virginia Mountaineers football team | 1891 West Virginia Mountaineers football team | 1922 West Virginia Mountaineers football team | 2001 West Virginia Mountaineers football team,1998 West Virginia Mountaineers football team | Big East Conference (1979–2013),0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a88401c5542994846c1ce60,When was the conference the The 1998 West Virginia Mountaineers football team was part of  created?,1979,Train-best retrieval action,hybrid_keyword,span,1998,0.6666666666666666,1998 West Virginia Mountaineers football team,0.0,0.0,0.5,1.0,0.6131471927654584,2.0,0.97,1998 West Virginia Mountaineers football team | 1919 West Virginia Mountaineers football team | 1891 West Virginia Mountaineers football team | 1922 West Virginia Mountaineers football team | 2001 West Virginia Mountaineers football team,1998 West Virginia Mountaineers football team | Big East Conference (1979–2013),0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a88401c5542994846c1ce60,When was the conference the The 1998 West Virginia Mountaineers football team was part of  created?,1979,Train-best retrieval action,hybrid_keyword,answer_type,1998,0.6666666666666666,1998 West Virginia Mountaineers football team,0.0,0.0,0.5,1.0,0.6131471927654584,2.0,0.97,1998 West Virginia Mountaineers football team | 1919 West Virginia Mountaineers football team | 1891 West Virginia Mountaineers football team | 1922 West Virginia Mountaineers football team | 2001 West Virginia Mountaineers football team,1998 West Virginia Mountaineers football team | Big East Conference (1979–2013),0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a88401c5542994846c1ce60,When was the conference the The 1998 West Virginia Mountaineers football team was part of  created?,1979,Selective retrieval policy,hybrid_keep,lexical,The 1998 West Virginia Mountaineers football team represented West Virginia University in the 1998 NCAA Division I-A football season.,0.6666666666666666,1998 West Virginia Mountaineers football team,0.0,0.0,0.5,1.0,0.6131471927654584,2.0,0.97,1998 West Virginia Mountaineers football team | 1919 West Virginia Mountaineers football team | 1891 West Virginia Mountaineers football team | 2001 West Virginia Mountaineers football team | Steve Dunlap,1998 West Virginia Mountaineers football team | Big East Conference (1979–2013),0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a88401c5542994846c1ce60,When was the conference the The 1998 West Virginia Mountaineers football team was part of  created?,1979,Selective retrieval policy,hybrid_keep,span,1998,0.6666666666666666,1998 West Virginia Mountaineers football team,0.0,0.0,0.5,1.0,0.6131471927654584,2.0,0.97,1998 West Virginia Mountaineers football team | 1919 West Virginia Mountaineers football team | 1891 West Virginia Mountaineers football team | 2001 West Virginia Mountaineers football team | Steve Dunlap,1998 West Virginia Mountaineers football team | Big East Conference (1979–2013),0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a88401c5542994846c1ce60,When was the conference the The 1998 West Virginia Mountaineers football team was part of  created?,1979,Selective retrieval policy,hybrid_keep,answer_type,1998,0.6666666666666666,1998 West Virginia Mountaineers football team,0.0,0.0,0.5,1.0,0.6131471927654584,2.0,0.97,1998 West Virginia Mountaineers football team | 1919 West Virginia Mountaineers football team | 1891 West Virginia Mountaineers football team | 2001 West Virginia Mountaineers football team | Steve Dunlap,1998 West Virginia Mountaineers football team | Big East Conference (1979–2013),0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a8799c55542996e4f308877,"Jens Risom introduced what type of design, characterized by minimalism and functionality?",Scandinavian design,Vanilla BM25,bm25_keep,lexical,"Scandinavian design is a design movement characterized by simplicity, minimalism and functionality that emerged in the 1950s in the five Nordic countries of Finland, Norway, Sweden, Iceland and Denmark.",0.5,Scandinavian design,0.0,0.14285714285714288,1.0,1.0,1.0,1.0,1.5,Jens Risom | Scandinavian design | Jacqueline Winsor | Jens Ritter Instruments | Bio-inspired robotics,Jens Risom | Scandinavian design,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a8799c55542996e4f308877,"Jens Risom introduced what type of design, characterized by minimalism and functionality?",Scandinavian design,Vanilla BM25,bm25_keep,span,Scandinavian,0.5,Scandinavian design,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.5,Jens Risom | Scandinavian design | Jacqueline Winsor | Jens Ritter Instruments | Bio-inspired robotics,Jens Risom | Scandinavian design,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a8799c55542996e4f308877,"Jens Risom introduced what type of design, characterized by minimalism and functionality?",Scandinavian design,Vanilla BM25,bm25_keep,answer_type,Scandinavian,0.5,Scandinavian design,0.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.5,Jens Risom | Scandinavian design | Jacqueline Winsor | Jens Ritter Instruments | Bio-inspired robotics,Jens Risom | Scandinavian design,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a8799c55542996e4f308877,"Jens Risom introduced what type of design, characterized by minimalism and functionality?",Scandinavian design,Train-best retrieval action,hybrid_keyword,lexical,"Scandinavian design is a design movement characterized by simplicity, minimalism and functionality that emerged in the 1950s in the five Nordic countries of Finland, Norway, Sweden, Iceland and Denmark.",0.5,Scandinavian design,0.0,0.14285714285714288,1.0,1.0,0.8772153153380493,2.0,1.47,Jens Risom | Extensibility | Jacqueline Winsor | Scandinavian design | Functionality doctrine,Jens Risom | Scandinavian design,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a8799c55542996e4f308877,"Jens Risom introduced what type of design, characterized by minimalism and functionality?",Scandinavian design,Train-best retrieval action,hybrid_keyword,span,Scandinavian,0.5,Scandinavian design,0.0,0.6666666666666666,1.0,1.0,0.8772153153380493,2.0,1.47,Jens Risom | Extensibility | Jacqueline Winsor | Scandinavian design | Functionality doctrine,Jens Risom | Scandinavian design,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a8799c55542996e4f308877,"Jens Risom introduced what type of design, characterized by minimalism and functionality?",Scandinavian design,Train-best retrieval action,hybrid_keyword,answer_type,Scandinavian,0.5,Scandinavian design,0.0,0.6666666666666666,1.0,1.0,0.8772153153380493,2.0,1.47,Jens Risom | Extensibility | Jacqueline Winsor | Scandinavian design | Functionality doctrine,Jens Risom | Scandinavian design,0,tiny_realdata_policy_reader_diagnostic
hotpot,test,5a8799c55542996e4f308877,"Jens Risom introduced what type of design, characterized by minimalism and functionality?",Scandinavian design,Selective retrieval policy,bm25_keyword,lexical,"Scandinavian design is a design movement characterized by simplicity, minimalism and functionality that emerged in the 1950s in the five Nordic countries of Finland, Norway, Sweden, Iceland and Denmark.",0.5,Scandinavian design,0.0,0.14285714285714288,1.0,1.0,1.0,1.0,1.5,Jens Risom | Scandinavian design | Jacqueline Winsor | Jens Ritter Instruments | HTML attribute,Jens Risom | Scandinavian design,0,tiny_realdata_policy_reader_diagnostic
