split,method,qid,question,action_trace,recall_at_5,mrr,ndcg_at_5,reward,cost,retrieval_calls,top_docs,gold_docs
train,Vanilla BM25,5a7a567255429941d65f25bd,What was Iqbal F. Qadir on when he participated in an attack on a radar station located on western shore of the Okhamandal Peninsula?,stop,1.0,1.0,1.0,1.5,0.0,1,Iqbal F. Qadir | Dwarka | NATO Ouvrage &quot;G&quot; | Mukachevo Radar Station | Radar Station (film),Dwarka | Iqbal F. Qadir
train,Train-best fixed trace,5a83c9445542992ef85e2360,Viscount Yamaji Motoharu was a general in the early Imperial Japanese Army which belonged to which Empire?,keyword_compress -> stop,1.0,1.0,1.0,1.48,0.02,2,Yamaji Motoharu | Imperial Japanese Army | Takashima Tomonosuke | Ōshima Hisanao | Miura Gorō,Imperial Japanese Army | Yamaji Motoharu
train,Multi-step FQI,5a83c9445542992ef85e2360,Viscount Yamaji Motoharu was a general in the early Imperial Japanese Army which belonged to which Empire?,stop,1.0,1.0,1.0,1.5,0.0,1,Yamaji Motoharu | Imperial Japanese Army | Ōshima Hisanao | Takashima Tomonosuke | Miura Gorō,Imperial Japanese Army | Yamaji Motoharu
train,Oracle two-step,5a83c9445542992ef85e2360,Viscount Yamaji Motoharu was a general in the early Imperial Japanese Army which belonged to which Empire?,stop,1.0,1.0,1.0,1.5,0.0,1,Yamaji Motoharu | Imperial Japanese Army | Ōshima Hisanao | Takashima Tomonosuke | Miura Gorō,Imperial Japanese Army | Yamaji Motoharu
train,Vanilla BM25,5ae33a3b5542992f92d8224a,Viking: The Ultimate Obstacle Course was a game show that aired in Europe with the British presenter who was an Olympic participant in what sport?,stop,0.5,1.0,0.6131471927654584,1.0,0.0,1,Viking: The Ultimate Obstacle Course | Wipeout (2008 U.S. game show) | Techniques de Randonnée Équestre de Compétition | Makoto Nagano | A*mazing,Colin Bryce | Viking: The Ultimate Obstacle Course
train,Rewrite-all keyword,5ae33a3b5542992f92d8224a,Viking: The Ultimate Obstacle Course was a game show that aired in Europe with the British presenter who was an Olympic participant in what sport?,keyword_compress,1.0,1.0,0.8772153153380493,1.48,0.02,2,Viking: The Ultimate Obstacle Course | Techniques de Randonnée Équestre de Compétition | Wipeout (2008 U.S. game show) | Colin Bryce | Makoto Nagano,Colin Bryce | Viking: The Ultimate Obstacle Course
train,Rewrite-all entity,5ae33a3b5542992f92d8224a,Viking: The Ultimate Obstacle Course was a game show that aired in Europe with the British presenter who was an Olympic participant in what sport?,entity_expand,1.0,1.0,0.8503449055347546,1.465,0.035,2,Viking: The Ultimate Obstacle Course | Techniques de Randonnée Équestre de Compétition | Wipeout (2008 U.S. game show) | Makoto Nagano | Colin Bryce,Colin Bryce | Viking: The Ultimate Obstacle Course
train,Train-best fixed trace,5ae33a3b5542992f92d8224a,Viking: The Ultimate Obstacle Course was a game show that aired in Europe with the British presenter who was an Olympic participant in what sport?,keyword_compress -> stop,1.0,1.0,0.8772153153380493,1.48,0.02,2,Viking: The Ultimate Obstacle Course | Techniques de Randonnée Équestre de Compétition | Wipeout (2008 U.S. game show) | Colin Bryce | Makoto Nagano,Colin Bryce | Viking: The Ultimate Obstacle Course
train,Multi-step FQI,5ae33a3b5542992f92d8224a,Viking: The Ultimate Obstacle Course was a game show that aired in Europe with the British presenter who was an Olympic participant in what sport?,keyword_compress -> stop,1.0,1.0,0.8772153153380493,1.48,0.02,2,Viking: The Ultimate Obstacle Course | Techniques de Randonnée Équestre de Compétition | Wipeout (2008 U.S. game show) | Colin Bryce | Makoto Nagano,Colin Bryce | Viking: The Ultimate Obstacle Course
train,Oracle two-step,5ae33a3b5542992f92d8224a,Viking: The Ultimate Obstacle Course was a game show that aired in Europe with the British presenter who was an Olympic participant in what sport?,keyword_compress -> stop,1.0,1.0,0.8772153153380493,1.48,0.02,2,Viking: The Ultimate Obstacle Course | Techniques de Randonnée Équestre de Compétition | Wipeout (2008 U.S. game show) | Colin Bryce | Makoto Nagano,Colin Bryce | Viking: The Ultimate Obstacle Course
train,Vanilla BM25,5ac37dd6554299218029dbdb,"Are both bands, Digital Summer and Underoath, from the same US state ?",stop,1.0,0.3333333333333333,0.5437713091520254,1.1666666666666667,0.0,1,Humberto Leal Garcia | Greater Boston | Underoath | Hollow (Digital Summer album) | Digital Summer,Digital Summer | Underoath
train,Rewrite-all keyword,5ac37dd6554299218029dbdb,"Are both bands, Digital Summer and Underoath, from the same US state ?",keyword_compress,0.5,0.3333333333333333,0.3065735963827292,0.6466666666666666,0.02,2,Humberto Leal Garcia | Greater Boston | Underoath | Hollow (Digital Summer album) | Cause and Effect (Digital Summer album),Digital Summer | Underoath
train,Rewrite-all entity,5ac37dd6554299218029dbdb,"Are both bands, Digital Summer and Underoath, from the same US state ?",entity_expand,0.5,0.3333333333333333,0.3065735963827292,0.6366666666666666,0.03,2,Humberto Leal Garcia | Greater Boston | Underoath | Hollow (Digital Summer album) | Cause and Effect (Digital Summer album),Digital Summer | Underoath
train,Train-best fixed trace,5ac37dd6554299218029dbdb,"Are both bands, Digital Summer and Underoath, from the same US state ?",keyword_compress -> stop,0.5,0.3333333333333333,0.3065735963827292,0.6466666666666666,0.02,2,Humberto Leal Garcia | Greater Boston | Underoath | Hollow (Digital Summer album) | Cause and Effect (Digital Summer album),Digital Summer | Underoath
train,Multi-step FQI,5ac37dd6554299218029dbdb,"Are both bands, Digital Summer and Underoath, from the same US state ?",stop,1.0,0.3333333333333333,0.5437713091520254,1.1666666666666667,0.0,1,Humberto Leal Garcia | Greater Boston | Underoath | Hollow (Digital Summer album) | Digital Summer,Digital Summer | Underoath
train,Oracle two-step,5ac37dd6554299218029dbdb,"Are both bands, Digital Summer and Underoath, from the same US state ?",stop,1.0,0.3333333333333333,0.5437713091520254,1.1666666666666667,0.0,1,Humberto Leal Garcia | Greater Boston | Underoath | Hollow (Digital Summer album) | Digital Summer,Digital Summer | Underoath
train,Vanilla BM25,5a8eabf755429917b4a5bdaa,"What was the job title of the wife of the director of the film ""Aaina?""",stop,0.5,1.0,0.6131471927654584,1.0,0.0,1,Aaina (1993 film) | William Cameron Menzies | Production assistant | Cashier | Supervisor,Aaina (1993 film) | Pamela Chopra
train,Rewrite-all keyword,5a8eabf755429917b4a5bdaa,"What was the job title of the wife of the director of the film ""Aaina?""",keyword_compress,1.0,1.0,0.9197207891481876,1.48,0.02,2,Aaina (1993 film) | William Cameron Menzies | Pamela Chopra | Production assistant | Competency-based job description,Aaina (1993 film) | Pamela Chopra
train,Rewrite-all entity,5a8eabf755429917b4a5bdaa,"What was the job title of the wife of the director of the film ""Aaina?""",entity_expand,1.0,1.0,0.9197207891481876,1.48,0.02,2,Aaina (1993 film) | William Cameron Menzies | Pamela Chopra | Production assistant | Competency-based job description,Aaina (1993 film) | Pamela Chopra
train,Train-best fixed trace,5a8eabf755429917b4a5bdaa,"What was the job title of the wife of the director of the film ""Aaina?""",keyword_compress -> stop,1.0,1.0,0.9197207891481876,1.48,0.02,2,Aaina (1993 film) | William Cameron Menzies | Pamela Chopra | Production assistant | Competency-based job description,Aaina (1993 film) | Pamela Chopra
train,Multi-step FQI,5a8eabf755429917b4a5bdaa,"What was the job title of the wife of the director of the film ""Aaina?""",keyword_compress -> stop,1.0,1.0,0.9197207891481876,1.48,0.02,2,Aaina (1993 film) | William Cameron Menzies | Pamela Chopra | Production assistant | Competency-based job description,Aaina (1993 film) | Pamela Chopra
train,Oracle two-step,5a8eabf755429917b4a5bdaa,"What was the job title of the wife of the director of the film ""Aaina?""",keyword_compress -> stop,1.0,1.0,0.9197207891481876,1.48,0.02,2,Aaina (1993 film) | William Cameron Menzies | Pamela Chopra | Production assistant | Competency-based job description,Aaina (1993 film) | Pamela Chopra
train,Vanilla BM25,5ae82c3d55429952e35eaa75,This high school located in the Bronzeville neighborhood was named after a settler who was arrested by who?,stop,0.5,0.5,0.38685280723454163,0.75,0.0,1,Jack Ryan (politician) | DuSable High School | Merkel High School | Jonathan Alder High School | Wendell Phillips Academy High School,DuSable High School | Jean Baptiste Point du Sable
train,Rewrite-all keyword,5ae82c3d55429952e35eaa75,This high school located in the Bronzeville neighborhood was named after a settler who was arrested by who?,keyword_compress,0.5,0.5,0.38685280723454163,0.73,0.02,2,Jonathan Alder High School | DuSable High School | Merkel High School | Walton High School (Bronx) | Cleveland School of the Arts,DuSable High School | Jean Baptiste Point du Sable
train,Rewrite-all entity,5ae82c3d55429952e35eaa75,This high school located in the Bronzeville neighborhood was named after a settler who was arrested by who?,entity_expand,0.5,0.5,0.38685280723454163,0.73,0.02,2,Jonathan Alder High School | DuSable High School | Merkel High School | Walton High School (Bronx) | Cleveland School of the Arts,DuSable High School | Jean Baptiste Point du Sable
train,Train-best fixed trace,5ae82c3d55429952e35eaa75,This high school located in the Bronzeville neighborhood was named after a settler who was arrested by who?,keyword_compress -> stop,0.5,0.5,0.38685280723454163,0.73,0.02,2,Jonathan Alder High School | DuSable High School | Merkel High School | Walton High School (Bronx) | Cleveland School of the Arts,DuSable High School | Jean Baptiste Point du Sable
train,Multi-step FQI,5ae82c3d55429952e35eaa75,This high school located in the Bronzeville neighborhood was named after a settler who was arrested by who?,stop,0.5,0.5,0.38685280723454163,0.75,0.0,1,Jack Ryan (politician) | DuSable High School | Merkel High School | Jonathan Alder High School | Wendell Phillips Academy High School,DuSable High School | Jean Baptiste Point du Sable
train,Oracle two-step,5ae82c3d55429952e35eaa75,This high school located in the Bronzeville neighborhood was named after a settler who was arrested by who?,stop,0.5,0.5,0.38685280723454163,0.75,0.0,1,Jack Ryan (politician) | DuSable High School | Merkel High School | Jonathan Alder High School | Wendell Phillips Academy High School,DuSable High School | Jean Baptiste Point du Sable
train,Vanilla BM25,5abbf64055429965836003bc,What county is Keene High School located in?,stop,0.5,0.5,0.38685280723454163,0.75,0.0,1,"Wanda R. Smith High School | Keene High School | Jefferson High School (Delphos, Ohio) | Alumni Field (Keene) | Halifax County High School","Keene High School | Marlborough, New Hampshire"
train,Rewrite-all keyword,5abbf64055429965836003bc,What county is Keene High School located in?,keyword_compress,0.5,0.5,0.38685280723454163,0.73,0.02,2,"Wanda R. Smith High School | Keene High School | Alumni Field (Keene) | Jefferson High School (Delphos, Ohio) | Halifax County High School","Keene High School | Marlborough, New Hampshire"
train,Rewrite-all entity,5abbf64055429965836003bc,What county is Keene High School located in?,entity_expand,0.5,0.5,0.38685280723454163,0.715,0.035,2,"Wanda R. Smith High School | Keene High School | Alumni Field (Keene) | Jefferson High School (Delphos, Ohio) | Halifax County High School","Keene High School | Marlborough, New Hampshire"
train,Train-best fixed trace,5abbf64055429965836003bc,What county is Keene High School located in?,keyword_compress -> stop,0.5,0.5,0.38685280723454163,0.73,0.02,2,"Wanda R. Smith High School | Keene High School | Alumni Field (Keene) | Jefferson High School (Delphos, Ohio) | Halifax County High School","Keene High School | Marlborough, New Hampshire"
train,Multi-step FQI,5abbf64055429965836003bc,What county is Keene High School located in?,entity_expand -> decompose,0.5,1.0,0.6131471927654584,0.925,0.07500000000000001,4,"Keene High School | Wanda R. Smith High School | Alumni Field (Keene) | Halifax County High School | Jefferson High School (Delphos, Ohio)","Keene High School | Marlborough, New Hampshire"
train,Oracle two-step,5abbf64055429965836003bc,What county is Keene High School located in?,entity_expand -> decompose,0.5,1.0,0.6131471927654584,0.925,0.07500000000000001,4,"Keene High School | Wanda R. Smith High School | Alumni Field (Keene) | Halifax County High School | Jefferson High School (Delphos, Ohio)","Keene High School | Marlborough, New Hampshire"
train,Vanilla BM25,5aba33985542994dbf0198c3,Who was undefeated since the Athens games with 28 medals?,stop,1.0,1.0,1.0,1.5,0.0,1,Klete Keller | Michael Phelps | David Lim (swimmer) | Jonas Jacobsson | Toireasa Gallagher,Klete Keller | Michael Phelps
train,Rewrite-all keyword,5aba33985542994dbf0198c3,Who was undefeated since the Athens games with 28 medals?,keyword_compress,1.0,1.0,0.9197207891481876,1.48,0.02,2,Klete Keller | David Lim (swimmer) | Michael Phelps | Alex Hadley | Algeria at the 2004 Summer Olympics,Klete Keller | Michael Phelps
train,Rewrite-all entity,5aba33985542994dbf0198c3,Who was undefeated since the Athens games with 28 medals?,entity_expand,1.0,1.0,0.9197207891481876,1.48,0.02,2,Klete Keller | David Lim (swimmer) | Michael Phelps | Alex Hadley | Algeria at the 2004 Summer Olympics,Klete Keller | Michael Phelps
train,Train-best fixed trace,5aba33985542994dbf0198c3,Who was undefeated since the Athens games with 28 medals?,keyword_compress -> stop,1.0,1.0,0.9197207891481876,1.48,0.02,2,Klete Keller | David Lim (swimmer) | Michael Phelps | Alex Hadley | Algeria at the 2004 Summer Olympics,Klete Keller | Michael Phelps
train,Multi-step FQI,5aba33985542994dbf0198c3,Who was undefeated since the Athens games with 28 medals?,stop,1.0,1.0,1.0,1.5,0.0,1,Klete Keller | Michael Phelps | David Lim (swimmer) | Jonas Jacobsson | Toireasa Gallagher,Klete Keller | Michael Phelps
train,Oracle two-step,5aba33985542994dbf0198c3,Who was undefeated since the Athens games with 28 medals?,stop,1.0,1.0,1.0,1.5,0.0,1,Klete Keller | Michael Phelps | David Lim (swimmer) | Jonas Jacobsson | Toireasa Gallagher,Klete Keller | Michael Phelps
train,Vanilla BM25,5a858dc85542997b5ce40002,Whataburger in Richardson Square is loacted in what city and state?,stop,1.0,1.0,1.0,1.5,0.0,1,"Whataburger | Richardson Square Mall | Victory Square, Minsk | List of counties in South Carolina | True North Square",Richardson Square Mall | Whataburger
train,Rewrite-all keyword,5a858dc85542997b5ce40002,Whataburger in Richardson Square is loacted in what city and state?,keyword_compress,1.0,1.0,0.9197207891481876,1.48,0.02,2,"Whataburger | Independence Square (Podgorica) | Richardson Square Mall | List of counties in South Carolina | Victory Square, Minsk",Richardson Square Mall | Whataburger
train,Rewrite-all entity,5a858dc85542997b5ce40002,Whataburger in Richardson Square is loacted in what city and state?,entity_expand,1.0,0.5,0.6240505200038379,1.22,0.03,2,"Independence Square (Podgorica) | Richardson Square Mall | Victory Square, Minsk | List of counties in South Carolina | Whataburger",Richardson Square Mall | Whataburger
train,Train-best fixed trace,5a858dc85542997b5ce40002,Whataburger in Richardson Square is loacted in what city and state?,keyword_compress -> stop,1.0,1.0,0.9197207891481876,1.48,0.02,2,"Whataburger | Independence Square (Podgorica) | Richardson Square Mall | List of counties in South Carolina | Victory Square, Minsk",Richardson Square Mall | Whataburger
train,Multi-step FQI,5a858dc85542997b5ce40002,Whataburger in Richardson Square is loacted in what city and state?,stop,1.0,1.0,1.0,1.5,0.0,1,"Whataburger | Richardson Square Mall | Victory Square, Minsk | List of counties in South Carolina | True North Square",Richardson Square Mall | Whataburger
train,Oracle two-step,5a858dc85542997b5ce40002,Whataburger in Richardson Square is loacted in what city and state?,stop,1.0,1.0,1.0,1.5,0.0,1,"Whataburger | Richardson Square Mall | Victory Square, Minsk | List of counties in South Carolina | True North Square",Richardson Square Mall | Whataburger
train,Vanilla BM25,5ab587ad5542992aa134a34b,"What was the real name of the author of the book ""Coraline"" has been compared to?",stop,0.5,1.0,0.6131471927654584,1.0,0.0,1,Coraline | 24-7 Spyz | The Tables | Detroit Grand Pubahs | Los Hombres del Camuflaje,Alice's Adventures in Wonderland | Coraline
train,Rewrite-all keyword,5ab587ad5542992aa134a34b,"What was the real name of the author of the book ""Coraline"" has been compared to?",keyword_compress,0.5,1.0,0.6131471927654584,0.98,0.02,2,Coraline | The Go-Katz | Ruthless Rap Assassins | Detroit Grand Pubahs | The Tables,Alice's Adventures in Wonderland | Coraline
train,Rewrite-all entity,5ab587ad5542992aa134a34b,"What was the real name of the author of the book ""Coraline"" has been compared to?",entity_expand,0.5,1.0,0.6131471927654584,0.98,0.02,2,Coraline | The Go-Katz | Ruthless Rap Assassins | Detroit Grand Pubahs | The Tables,Alice's Adventures in Wonderland | Coraline
train,Train-best fixed trace,5ab587ad5542992aa134a34b,"What was the real name of the author of the book ""Coraline"" has been compared to?",keyword_compress -> stop,0.5,1.0,0.6131471927654584,0.98,0.02,2,Coraline | The Go-Katz | Ruthless Rap Assassins | Detroit Grand Pubahs | The Tables,Alice's Adventures in Wonderland | Coraline
train,Multi-step FQI,5ab587ad5542992aa134a34b,"What was the real name of the author of the book ""Coraline"" has been compared to?",stop,0.5,1.0,0.6131471927654584,1.0,0.0,1,Coraline | 24-7 Spyz | The Tables | Detroit Grand Pubahs | Los Hombres del Camuflaje,Alice's Adventures in Wonderland | Coraline
train,Oracle two-step,5ab587ad5542992aa134a34b,"What was the real name of the author of the book ""Coraline"" has been compared to?",stop,0.5,1.0,0.6131471927654584,1.0,0.0,1,Coraline | 24-7 Spyz | The Tables | Detroit Grand Pubahs | Los Hombres del Camuflaje,Alice's Adventures in Wonderland | Coraline
train,Vanilla BM25,5a89ab1355429946c8d6e996,Is Carnegie Hall Tower located in the same city as Staten Island?,stop,0.5,1.0,0.6131471927654584,1.0,0.0,1,"Carnegie Hall Tower | St. George, Staten Island | Staten Island Register | Richmond County Courthouse (Staten Island) | Staten Island Borough Hall",Carnegie Hall Tower | Staten Island
train,Rewrite-all keyword,5a89ab1355429946c8d6e996,Is Carnegie Hall Tower located in the same city as Staten Island?,keyword_compress,0.5,1.0,0.6131471927654584,0.98,0.02,2,Carnegie Hall Tower | Staten Island Borough Hall | Richmond County Courthouse (Staten Island) | Staten Island Technical High School | Staten Island Ferry,Carnegie Hall Tower | Staten Island
train,Rewrite-all entity,5a89ab1355429946c8d6e996,Is Carnegie Hall Tower located in the same city as Staten Island?,entity_expand,1.0,1.0,0.8503449055347546,1.455,0.045,2,Carnegie Hall Tower | Staten Island Borough Hall | Richmond County Courthouse (Staten Island) | Staten Island Academy | Staten Island,Carnegie Hall Tower | Staten Island
train,Train-best fixed trace,5a89ab1355429946c8d6e996,Is Carnegie Hall Tower located in the same city as Staten Island?,keyword_compress -> stop,0.5,1.0,0.6131471927654584,0.98,0.02,2,Carnegie Hall Tower | Staten Island Borough Hall | Richmond County Courthouse (Staten Island) | Staten Island Technical High School | Staten Island Ferry,Carnegie Hall Tower | Staten Island
train,Multi-step FQI,5a89ab1355429946c8d6e996,Is Carnegie Hall Tower located in the same city as Staten Island?,entity_expand -> stop,1.0,1.0,0.8503449055347546,1.455,0.045,2,Carnegie Hall Tower | Staten Island Borough Hall | Richmond County Courthouse (Staten Island) | Staten Island Academy | Staten Island,Carnegie Hall Tower | Staten Island
train,Oracle two-step,5a89ab1355429946c8d6e996,Is Carnegie Hall Tower located in the same city as Staten Island?,entity_expand -> stop,1.0,1.0,0.8503449055347546,1.455,0.045,2,Carnegie Hall Tower | Staten Island Borough Hall | Richmond County Courthouse (Staten Island) | Staten Island Academy | Staten Island,Carnegie Hall Tower | Staten Island
train,Vanilla BM25,5a8d8f77554299068b959d3e,Stephen Smith appears on ESPN First Take alongside which HBO boxing commentator?,stop,1.0,1.0,1.0,1.5,0.0,1,Max Kellerman | Stephen A. Smith | Boxing After Dark | Ian Darke | Eric Stanley (EP),Max Kellerman | Stephen A. Smith
train,Rewrite-all keyword,5a8d8f77554299068b959d3e,Stephen Smith appears on ESPN First Take alongside which HBO boxing commentator?,keyword_compress,1.0,1.0,1.0,1.48,0.02,2,Max Kellerman | Stephen A. Smith | Ian Darke | Boxing After Dark | LZ Granderson,Max Kellerman | Stephen A. Smith
train,Rewrite-all entity,5a8d8f77554299068b959d3e,Stephen Smith appears on ESPN First Take alongside which HBO boxing commentator?,entity_expand,1.0,1.0,1.0,1.46,0.04,2,Max Kellerman | Stephen A. Smith | Ian Darke | Boxing After Dark | LZ Granderson,Max Kellerman | Stephen A. Smith
train,Train-best fixed trace,5a8d8f77554299068b959d3e,Stephen Smith appears on ESPN First Take alongside which HBO boxing commentator?,keyword_compress -> stop,1.0,1.0,1.0,1.48,0.02,2,Max Kellerman | Stephen A. Smith | Ian Darke | Boxing After Dark | LZ Granderson,Max Kellerman | Stephen A. Smith
train,Multi-step FQI,5a8d8f77554299068b959d3e,Stephen Smith appears on ESPN First Take alongside which HBO boxing commentator?,stop,1.0,1.0,1.0,1.5,0.0,1,Max Kellerman | Stephen A. Smith | Boxing After Dark | Ian Darke | Eric Stanley (EP),Max Kellerman | Stephen A. Smith
train,Oracle two-step,5a8d8f77554299068b959d3e,Stephen Smith appears on ESPN First Take alongside which HBO boxing commentator?,stop,1.0,1.0,1.0,1.5,0.0,1,Max Kellerman | Stephen A. Smith | Boxing After Dark | Ian Darke | Eric Stanley (EP),Max Kellerman | Stephen A. Smith
train,Vanilla BM25,5a73d4385542992d56e7e3b1,Yves Apollinaire Pede made sand paintings of which South African anti-apartheid revolutionary? ,stop,1.0,1.0,0.9197207891481876,1.5,0.0,1,Yves Apollinaire Pede | Oliver Tambo | Nelson Mandela | Letitia Sibeko | Sheena Duncan,Nelson Mandela | Yves Apollinaire Pede
train,Rewrite-all keyword,5a73d4385542992d56e7e3b1,Yves Apollinaire Pede made sand paintings of which South African anti-apartheid revolutionary? ,keyword_compress,1.0,1.0,0.8772153153380493,1.48,0.02,2,Yves Apollinaire Pede | Oliver Tambo | Mandela: Long Walk to Freedom | Nelson Mandela | Mkhuseli Jack,Nelson Mandela | Yves Apollinaire Pede
train,Rewrite-all entity,5a73d4385542992d56e7e3b1,Yves Apollinaire Pede made sand paintings of which South African anti-apartheid revolutionary? ,entity_expand,1.0,1.0,0.8772153153380493,1.455,0.045,2,Yves Apollinaire Pede | Oliver Tambo | Mandela: Long Walk to Freedom | Nelson Mandela | Letitia Sibeko,Nelson Mandela | Yves Apollinaire Pede
train,Train-best fixed trace,5a73d4385542992d56e7e3b1,Yves Apollinaire Pede made sand paintings of which South African anti-apartheid revolutionary? ,keyword_compress -> stop,1.0,1.0,0.8772153153380493,1.48,0.02,2,Yves Apollinaire Pede | Oliver Tambo | Mandela: Long Walk to Freedom | Nelson Mandela | Mkhuseli Jack,Nelson Mandela | Yves Apollinaire Pede
train,Multi-step FQI,5a73d4385542992d56e7e3b1,Yves Apollinaire Pede made sand paintings of which South African anti-apartheid revolutionary? ,stop,1.0,1.0,0.9197207891481876,1.5,0.0,1,Yves Apollinaire Pede | Oliver Tambo | Nelson Mandela | Letitia Sibeko | Sheena Duncan,Nelson Mandela | Yves Apollinaire Pede
train,Oracle two-step,5a73d4385542992d56e7e3b1,Yves Apollinaire Pede made sand paintings of which South African anti-apartheid revolutionary? ,stop,1.0,1.0,0.9197207891481876,1.5,0.0,1,Yves Apollinaire Pede | Oliver Tambo | Nelson Mandela | Letitia Sibeko | Sheena Duncan,Nelson Mandela | Yves Apollinaire Pede
train,Vanilla BM25,5a8790785542993e715abfac,What was the first name of the wife of the namesake of the high school located at 123 Coles Street in Jersey City?,stop,0.5,1.0,0.6131471927654584,1.0,0.0,1,Dr. Ronald E. McNair Academic High School | Willits High School | United Senior High School (Illinois) | Harsimus | Infinity Institute,Dr. Ronald E. McNair Academic High School | Ronald McNair
train,Rewrite-all keyword,5a8790785542993e715abfac,What was the first name of the wife of the namesake of the high school located at 123 Coles Street in Jersey City?,keyword_compress,0.5,1.0,0.6131471927654584,0.98,0.02,2,Dr. Ronald E. McNair Academic High School | Harsimus | Willits High School | Liberty High School (New Jersey) | Lincoln High School (New Jersey),Dr. Ronald E. McNair Academic High School | Ronald McNair
train,Rewrite-all entity,5a8790785542993e715abfac,What was the first name of the wife of the namesake of the high school located at 123 Coles Street in Jersey City?,entity_expand,0.5,1.0,0.6131471927654584,0.96,0.04,2,Dr. Ronald E. McNair Academic High School | Harsimus | Liberty High School (New Jersey) | William L. Dickinson High School | Lincoln High School (New Jersey),Dr. Ronald E. McNair Academic High School | Ronald McNair
train,Train-best fixed trace,5a8790785542993e715abfac,What was the first name of the wife of the namesake of the high school located at 123 Coles Street in Jersey City?,keyword_compress -> stop,0.5,1.0,0.6131471927654584,0.98,0.02,2,Dr. Ronald E. McNair Academic High School | Harsimus | Willits High School | Liberty High School (New Jersey) | Lincoln High School (New Jersey),Dr. Ronald E. McNair Academic High School | Ronald McNair
train,Multi-step FQI,5a8790785542993e715abfac,What was the first name of the wife of the namesake of the high school located at 123 Coles Street in Jersey City?,keyword_compress -> decompose,1.0,1.0,0.9197207891481876,1.44,0.06,4,Dr. Ronald E. McNair Academic High School | Harsimus | Ronald McNair | Liberty High School (New Jersey) | Infinity Institute,Dr. Ronald E. McNair Academic High School | Ronald McNair
train,Oracle two-step,5a8790785542993e715abfac,What was the first name of the wife of the namesake of the high school located at 123 Coles Street in Jersey City?,keyword_compress -> decompose,1.0,1.0,0.9197207891481876,1.44,0.06,4,Dr. Ronald E. McNair Academic High School | Harsimus | Ronald McNair | Liberty High School (New Jersey) | Infinity Institute,Dr. Ronald E. McNair Academic High School | Ronald McNair
train,Vanilla BM25,5a79e3555542994bb945712f,"Who was born first, Sarah Jacobson or Arthur Hiller?",stop,0.5,1.0,0.6131471927654584,1.0,0.0,1,Sarah Jacobson | I Was a Teenage Serial Killer | Arthur Hiller (footballer) | Marius Hiller | Mary Jane's Not a Virgin Anymore,Arthur Hiller | Sarah Jacobson
train,Rewrite-all keyword,5a79e3555542994bb945712f,"Who was born first, Sarah Jacobson or Arthur Hiller?",keyword_compress,0.5,1.0,0.6131471927654584,0.98,0.02,2,Sarah Jacobson | I Was a Teenage Serial Killer | Arthur Hiller (footballer) | Marius Hiller | Mary Jane's Not a Virgin Anymore,Arthur Hiller | Sarah Jacobson
train,Rewrite-all entity,5a79e3555542994bb945712f,"Who was born first, Sarah Jacobson or Arthur Hiller?",entity_expand,0.5,1.0,0.6131471927654584,0.96,0.04,2,Sarah Jacobson | I Was a Teenage Serial Killer | Arthur Hiller (footballer) | Marius Hiller | Mary Jane's Not a Virgin Anymore,Arthur Hiller | Sarah Jacobson
train,Train-best fixed trace,5a79e3555542994bb945712f,"Who was born first, Sarah Jacobson or Arthur Hiller?",keyword_compress -> stop,0.5,1.0,0.6131471927654584,0.98,0.02,2,Sarah Jacobson | I Was a Teenage Serial Killer | Arthur Hiller (footballer) | Marius Hiller | Mary Jane's Not a Virgin Anymore,Arthur Hiller | Sarah Jacobson
train,Multi-step FQI,5a79e3555542994bb945712f,"Who was born first, Sarah Jacobson or Arthur Hiller?",keyword_compress -> decompose,1.0,1.0,0.8503449055347546,1.44,0.06,4,Sarah Jacobson | Arthur Hiller (footballer) | Marius Hiller | The Careless Years | Arthur Hiller,Arthur Hiller | Sarah Jacobson
train,Oracle two-step,5a79e3555542994bb945712f,"Who was born first, Sarah Jacobson or Arthur Hiller?",keyword_compress -> decompose,1.0,1.0,0.8503449055347546,1.44,0.06,4,Sarah Jacobson | Arthur Hiller (footballer) | Marius Hiller | The Careless Years | Arthur Hiller,Arthur Hiller | Sarah Jacobson
train,Vanilla BM25,5a8d09a955429941ae14df71,This British television series was adapted from one of the better-known novels of a 19th-century writer and was first published in what magazine? ,stop,1.0,1.0,1.0,1.5,0.0,1,Cranford (novel) | Cranford (TV series) | Dime novel | Konstanty Kalinowski | Barbara Cartland,Cranford (TV series) | Cranford (novel)
train,Rewrite-all keyword,5a8d09a955429941ae14df71,This British television series was adapted from one of the better-known novels of a 19th-century writer and was first published in what magazine? ,keyword_compress,1.0,1.0,1.0,1.48,0.02,2,Cranford (novel) | Cranford (TV series) | Dime novel | Isabella Banks | Barbara Cartland,Cranford (TV series) | Cranford (novel)
train,Rewrite-all entity,5a8d09a955429941ae14df71,This British television series was adapted from one of the better-known novels of a 19th-century writer and was first published in what magazine? ,entity_expand,1.0,1.0,1.0,1.475,0.025,2,Cranford (novel) | Cranford (TV series) | Dime novel | Tresillian | Isabella Banks,Cranford (TV series) | Cranford (novel)
